data,brl_price_yesterday,brl_price_yesterday-1,var_brl_price_yesterday,var_usd_price_yesterday,usd,brl_price
13/05/2019,382.45,380.81,1.64,-1.47,3.9939,380.66
14/05/2019,380.66,382.45,-1.79,0.89,3.9751,383.24
15/05/2019,383.24,380.66,2.58,-0.25,4.2017,384.08
16/05/2019,384.08,383.24,0.84,-0.83,4.0469,385.13
17/05/2019,385.13,384.08,1.05,-1.66,4.0999,384.26
20/05/2019,384.26,385.13,-0.87,-0.34,4.0968,383.04
21/05/2019,383.04,384.26,-1.22,2.71,4039,389.37
22/05/2019,389.37,383.04,6.33,0.02,4.0403,388.47
23/05/2019,388.47,389.37,-0.9,0.71,4.0401,391.64
24/05/2019,391.64,388.47,3.17,0.88,4.0225,392.17
27/05/2019,392.17,391.64,0.53,-0.56,4.0423,391.77
28/05/2019,391.77,392.17,-0.4,2.68,4.0247,400.97
29/05/2019,400.97,391.77,9.2,3.28,3.9747,409.81
30/05/2019,409.81,400.97,8.84,1.1,3.9818,414.31
31/05/2019,414.31,409.81,4.5,2.22,3.9228,417.8
03/06/2019,417.8,414.31,3.49,2.04,3.8859,422.55
04/06/2019,422.55,417.8,4.75,2.37,3.8548,427.58
05/06/2019,427.58,422.55,5.03,-7.35,3.8811,403.57
06/06/2019,403.57,427.58,-24.01,3.21,3.8798,413.84
07/06/2019,413.84,403.57,10.27,-0.38,3.8789,411.63
10/06/2019,411.63,413.84,-2.21,-1,3.8887,408.39
11/06/2019,408.39,411.63,-3.24,0.03,3.8571,405.25
12/06/2019,405.25,408.39,-3.14,0.37,3.8672,407.84
13/06/2019,407.84,405.25,2.59,-1.08,3.8487,403.44
14/06/2019,403.44,407.84,-4.4,-1.01,3.8958,403.38
17/06/2019,403.38,403.44,-0.06,-0.66,3.8883,401.64
18/06/2019,401.64,403.38,-1.74,-0.19,3.8603,396.8
19/06/2019,396.8,401.64,-4.84,0.38,3839,397.42
21/06/2019,397.42,396.8,0.62,2.12,3.8192,402.12
24/06/2019,402.12,397.42,4.7,2.12,3.8254,410.65
25/06/2019,410.65,402.12,8.53,2.72,3848,424.04
26/06/2019,424.04,410.65,13.39,-0.03,3.8445,423.57
27/06/2019,423.57,424.04,-0.47,1.82,3.8196,428.69
28/06/2019,428.69,423.57,5.12,1.34,3852,434.39
01/07/2019,434.39,428.69,5.7,1.42,3.8405,440.87
02/07/2019,440.87,434.39,6.48,-0.96,3.8456,438.08
03/07/2019,438.08,440.87,-2.79,4.83,3.8272,452.92
04/07/2019,452.92,438.08,14.84,0.46,3.8011,451.45
05/07/2019,451.45,452.92,-1.47,-2.77,3.8221,443.63
08/07/2019,443.63,451.45,-7.82,-2.4,3.8073,433.2
09/07/2019,433.2,443.63,-10.43,0.36,3.8005,432.27
10/07/2019,432.27,433.2,-0.93,-1.48,3.7546,422.98
11/07/2019,422.98,432.27,-9.29,-0.12,3.7551,422.18
12/07/2019,422.18,422.98,-0.8,0.11,3.7373,421.59
15/07/2019,421.59,422.18,-0.59,1.83,3.7567,430.26
16/07/2019,430.26,421.59,8.67,-3.98,3.7687,415.95
17/07/2019,415.95,430.26,-14.31,1.87,3.7641,422.54
18/07/2019,422.54,415.95,6.59,1.83,3.7193,426
19/07/2019,426,422.54,3.46,-0.88,3.7494,424.77
22/07/2019,424.77,426,-1.23,-2.07,3.7407,415.99
23/07/2019,415.99,424.77,-8.78,-2.93,3.7737,408.85
24/07/2019,408.85,415.99,-7.14,0.09,3.7736,408.96
25/07/2019,408.96,408.85,0.11,-0.34,3779,408.98
26/07/2019,408.98,408.96,0.02,-0.41,3.7761,405.8
29/07/2019,405.8,408.98,-3.18,0.6,3.7816,409.25
30/07/2019,409.25,405.8,3.45,-1.48,3.7906,405.28
31/07/2019,405.28,409.25,-3.97,-0.83,3.8129,402.56
01/08/2019,402.56,405.28,-2.72,-1.7,3.8403,400.7
02/08/2019,400.7,402.56,-1.86,0.56,3.8893,407.25
05/08/2019,407.25,400.7,6.55,-3.16,3.9783,402.81
06/08/2019,402.81,407.25,-4.44,0.6,3.9612,404.66
07/08/2019,404.66,402.81,1.85,0.09,3.9691,407.06
08/08/2019,407.06,404.66,2.4,2.16,3.9199,410.31
09/08/2019,410.31,407.06,3.25,-0.93,3.9416,408.13
12/08/2019,408.13,410.31,-2.18,-2.45,3.9855,402.43
13/08/2019,402.43,408.13,-5.7,1.05,3966,405.06
14/08/2019,405.06,402.43,2.63,-1.03,4.0526,408.46
15/08/2019,408.46,405.06,3.4,1.28,3991,409.13
16/08/2019,409.13,408.46,0.67,-1.22,4.1958,404.98
19/08/2019,404.98,409.13,-4.15,-2.53,4.0743,401.37
20/08/2019,401.37,404.98,-3.61,1.77,4.0542,405.93
21/08/2019,405.93,401.37,4.56,0.48,4.0269,406.26
22/08/2019,406.26,405.93,0.33,-1.34,4.0706,405.64
23/08/2019,405.64,406.26,-0.62,-0.06,4.1198,409.89
26/08/2019,409.89,405.64,4.25,1.17,4.1571,418.13
27/08/2019,418.13,409.89,8.24,0.31,4.1311,419.23
28/08/2019,419.23,418.13,1.1,0.53,4.1682,422.1
29/08/2019,422.1,419.23,2.87,-1.73,4.1688,415.64
30/08/2019,415.64,422.1,-6.46,1.15,4.1453,417.18
02/09/2019,417.18,415.64,1.54,-1.14,4.1871,417.58
03/09/2019,417.58,417.18,0.4,0.78,4.1681,420.55
04/09/2019,420.55,417.58,2.97,1.38,4095,418.66
05/09/2019,418.66,420.55,-1.89,-0.7,4.1094,415.47
06/09/2019,415.47,418.66,-3.19,0.98,4.0618,416.63
09/09/2019,416.63,415.47,1.16,0.13,4.0953,419.61
10/09/2019,419.61,416.63,2.98,2.8,4.0808,431.28
11/09/2019,431.28,419.61,11.67,2.5,4068,437.66
12/09/2019,437.66,431.28,6.38,0.65,4.0608,439.65
13/09/2019,439.65,437.66,1.99,-1.3,4.0849,438.02
16/09/2019,438.02,439.65,-1.63,0.64,4081,440.51
17/09/2019,440.51,438.02,2.49,-1.84,4.0777,431.94
18/09/2019,431.94,440.51,-8.57,-0.65,4.1112,432.57
19/09/2019,432.57,431.94,0.63,-1.79,4.1678,429.95
20/09/2019,429.95,432.57,-2.62,0.83,4148,433
23/09/2019,433,429.95,3.05,-0.53,4.1638,432.66
24/09/2019,432.66,433,-0.34,0,4165,432.86
25/09/2019,432.86,432.66,0.2,1.74,4149,438.21
26/09/2019,438.21,432.86,5.35,-0.3,4.1711,437.5
27/09/2019,437.5,438.21,-0.71,0.83,4.1602,440.42
30/09/2019,440.42,437.5,2.92,-0.36,4.1556,438.49
01/10/2019,438.49,440.42,-1.93,-0.13,4159,439.25
02/10/2019,439.25,438.49,0.76,0.24,4.1293,437.29
03/10/2019,437.29,439.25,-1.96,1.3,4.0841,437.18
04/10/2019,437.18,437.29,-0.11,-1.97,4.0556,426.74
07/10/2019,426.74,437.18,-10.44,-2.59,4.1071,420.43
08/10/2019,420.43,426.74,-6.31,-0.84,4.0954,415.74
09/10/2019,415.74,420.43,-4.69,-0.15,4.1104,415.53
10/10/2019,415.53,415.74,-0.21,-1.57,4.1095,411.92
11/10/2019,411.92,415.53,-3.61,1.35,4.1097,413.72
14/10/2019,413.72,411.92,1.8,-0.75,4.1265,414.88
15/10/2019,414.88,413.72,1.16,-0.74,4.1807,414.94
16/10/2019,414.94,414.88,0.06,-0.39,4.1518,413.31
17/10/2019,413.31,414.94,-1.63,0.13,4.1643,414.04
18/10/2019,414.04,413.31,0.73,2.53,4.1117,419.99
21/10/2019,419.99,414.04,5.95,-1.45,4.1293,416.03
22/10/2019,416.03,419.99,-3.96,3.04,4.0819,422.18
23/10/2019,422.18,416.03,6.15,0.64,4.0346,420.48
24/10/2019,420.48,422.18,-1.7,-0.77,4.0415,417.81
25/10/2019,417.81,420.48,-2.67,2.33,4.1938,424.23
28/10/2019,424.23,417.81,6.42,0.1,3991,422.64
29/10/2019,422.64,424.23,-1.59,-0.48,3.9986,421.58
30/10/2019,421.58,422.64,-1.06,0.84,3.9909,424.07
31/10/2019,424.07,421.58,2.49,1.49,4.0184,432.49
01/11/2019,432.49,424.07,8.42,1.82,3.9903,438.38
04/11/2019,438.38,432.49,5.89,-0.71,4.0156,436.51
05/11/2019,436.51,438.38,-1.87,2.81,3.9937,445.87
06/11/2019,445.87,436.51,9.36,0.24,4.0836,457.37
07/11/2019,457.37,445.87,11.5,1.26,4.1007,462.84
08/11/2019,462.84,457.37,5.47,0.9,4.1635,474.27
11/11/2019,474.27,462.84,11.43,-1.81,4.1518,464.62
12/11/2019,464.62,474.27,-9.65,-0.9,4.1677,464.57
13/11/2019,464.57,464.62,-0.05,1.59,4.1704,473.13
14/11/2019,473.13,464.57,8.56,-0.54,4.1951,471.21
18/11/2019,471.21,473.13,-1.92,-1.3,4218,466.89
19/11/2019,466.89,471.21,-4.32,-0.99,4.1945,462.37
20/11/2019,462.37,466.89,-4.52,3.02,4.1965,475.8
21/11/2019,475.8,462.37,13.43,3.71,4.1932,490.53
22/11/2019,490.53,475.8,14.73,-0.1,4.1966,489.53
25/11/2019,489.53,490.53,-1,2.98,4.2268,504.52
26/11/2019,504.52,489.53,14.99,-2.06,4.2332,499.61
27/11/2019,499.61,504.52,-4.91,1.5,4.2638,507.54
28/11/2019,507.54,499.61,7.93,1.02,4.1902,506.68
29/11/2019,506.68,507.54,-0.86,0.19,4.2367,510.02
02/12/2019,510.02,506.68,3.34,3.43,4.2234,522.45
03/12/2019,522.45,510.02,12.43,1.23,4.2066,526.37
04/12/2019,526.37,522.45,3.92,-0.45,4208,524.09
05/12/2019,524.09,526.37,-2.28,2.34,4186,531.52
06/12/2019,531.52,524.09,7.43,2.56,4.1414,536.7
09/12/2019,536.7,531.52,5.18,2.33,4.1425,545
10/12/2019,545,536.7,8.3,2.75,4147,557.99
11/12/2019,557.99,545,12.99,1.38,4.1242,562.1
12/12/2019,562.1,557.99,4.11,3.23,4.0908,568.74
13/12/2019,568.74,562.1,6.64,-5.3,4.1082,550.06
16/12/2019,550.06,568.74,-18.68,6.83,4.0632,571.63
17/12/2019,571.63,550.06,21.57,-4.16,4.0719,555.14
18/12/2019,555.14,571.63,-16.49,-0.29,4.0634,554.39
19/12/2019,554.39,555.14,-0.75,-3.05,4.0697,541.17
20/12/2019,541.17,554.39,-13.22,-0.65,4.1025,543.29
23/12/2019,543.29,541.17,2.12,-1.05,4.0835,536.11
26/12/2019,536.11,543.29,-7.18,1.31,4056,539.83
27/12/2019,539.83,536.11,3.72,1.38,4046,543.45
30/12/2019,543.45,539.83,3.62,2.26,4.0195,548.21
02/01/2020,548.21,543.45,4.76,-3.67,4.0263,534.42
03/01/2020,534.42,548.21,-13.79,-1.07,4.0672,534.07
06/01/2020,534.07,534.42,-0.35,-5.45,4.0618,514.24
07/01/2020,514.24,534.07,-19.83,-0.83,4.0679,509.5
08/01/2020,509.5,514.24,-4.74,-1.42,4.0649,502.34
09/01/2020,502.34,509.5,-7.16,-2.08,4.0927,498.57
10/01/2020,498.57,502.34,-3.77,1.16,4.0963,502.57
13/01/2020,502.57,498.57,4,-3.78,4.1468,493.84
14/01/2020,493.84,502.57,-8.73,-0.44,4133,491.04
15/01/2020,491.04,493.84,-2.8,-1.68,4.1756,489.77
16/01/2020,489.77,491.04,-1.27,-0.97,4.1851,487.7
17/01/2020,487.7,489.77,-2.07,1.16,4162,488.66
20/01/2020,488.66,487.7,0.96,-0.93,4.1902,488.08
21/01/2020,488.08,488.66,-0.58,-1,4.2126,485.12
22/01/2020,485.12,488.08,-2.96,1.19,4.1829,487.44
23/01/2020,487.44,485.12,2.32,0.52,4.1707,488.23
24/01/2020,488.23,487.44,0.79,-1.34,4.1817,485.06
27/01/2020,485.06,488.23,-3.17,-2.92,4.2077,475.01
28/01/2020,475.01,485.06,-10.05,0.53,4.1945,475.97
29/01/2020,475.97,475.01,0.96,-1.92,4.2306,471.06
30/01/2020,471.06,475.97,-4.91,-1.22,4.2432,470.22
31/01/2020,470.22,471.06,-0.84,0.28,4.2824,473.81
03/02/2020,473.81,470.22,3.59,-3.85,4248,453.7
04/02/2020,453.7,473.81,-20.11,-0.38,4.2547,452.94
05/02/2020,452.94,453.7,-0.76,1.04,4.2357,455.96
06/02/2020,455.96,452.94,3.02,-0.19,4.2825,458.7
07/02/2020,458.7,455.96,2.74,-0.42,4.3206,461.41
10/02/2020,461.41,458.7,2.71,0.6,4.3251,464.85
11/02/2020,464.85,461.41,3.44,0.62,4.3318,467.4
12/02/2020,467.4,464.85,2.55,-0.09,4.3552,469.31
13/02/2020,469.31,467.4,1.91,3.47,4.3502,484.06
14/02/2020,484.06,469.31,14.75,4.6,4.2976,498.94
17/02/2020,498.94,484.06,14.88,-0.73,4.3273,498.77
18/02/2020,498.77,498.94,-0.17,-3.32,4.3559,488
19/02/2020,488,498.77,-10.77,0.93,4.3653,493.29
20/02/2020,493.29,488,5.29,-1.9,4.3936,486.89
21/02/2020,486.89,493.29,-6.4,3.13,4.3898,501.1
26/02/2020,501.1,486.89,14.21,-0.35,4.4505,505.14
27/02/2020,505.14,501.1,4.04,0.62,4.4863,511.41
28/02/2020,511.41,505.14,6.27,1.89,4.4736,522.42
02/03/2020,522.42,511.41,11.01,2.66,4.4744,533.54
03/03/2020,533.54,522.42,11.12,2.67,4.5148,548.53
04/03/2020,548.53,533.54,14.99,-1.95,4585,547.9
05/03/2020,547.9,548.53,-0.63,-3.99,4.6076,537.74
06/03/2020,537.74,547.9,-10.16,-2.21,4.6272,525.3
09/03/2020,525.3,537.74,-12.44,-1.21,4.7246,532.71
10/03/2020,532.71,525.3,7.41,4.93,4.6439,544.28
11/03/2020,544.28,532.71,11.57,-2.82,4.8152,541.48
12/03/2020,541.48,544.28,-2.8,-1.36,4.7916,544.55
13/03/2020,544.55,541.48,3.07,-1.65,4.8595,540.39
16/03/2020,540.39,544.55,-4.16,-3.37,5.2005,543.26
17/03/2020,543.26,540.39,2.87,-0.4,5.01,538.1
18/03/2020,538.1,543.26,-5.16,-0.77,5.1075,558.49
19/03/2020,558.49,538.1,20.39,4.84,5096,569.41
20/03/2020,569.41,558.49,10.92,2.33,5064,575.57
23/03/2020,575.57,569.41,6.16,-1.9,5.1446,576.11
24/03/2020,576.11,575.57,0.54,2.38,5.0995,582.94
25/03/2020,582.94,576.11,6.83,3.21,5.0366,589.87
26/03/2020,589.87,582.94,6.93,-1.38,5.0219,582
27/03/2020,582,589.87,-7.87,-4.28,5.1005,566.67
30/03/2020,566.67,582,-15.33,-0.37,5.1943,577.85
31/03/2020,577.85,566.67,11.18,0.26,5.2053,581.56
01/04/2020,581.56,577.85,3.71,-1.77,5.2495,579.37
02/04/2020,579.37,581.56,-2.19,1.49,5.2536,587.78
03/04/2020,587.78,579.37,8.41,-2.21,5.3509,581.63
06/04/2020,581.63,587.78,-6.15,0.4,5.2873,582.3
07/04/2020,582.3,581.63,0.67,2.95,5.2229,588.37
08/04/2020,588.37,582.3,6.07,1.47,5.1241,588.51
09/04/2020,588.51,588.37,0.14,0.28,5.1073,584.08
13/04/2020,584.08,588.51,-4.43,-1.57,5.2007,584.78
14/04/2020,584.78,584.08,0.7,-0.74,5.1636,582.1
15/04/2020,582.1,584.78,-2.68,0.53,5.2385,590.34
16/04/2020,590.34,582.1,8.24,-0.36,5.2336,591.03
17/04/2020,591.03,590.34,0.69,-0.23,5.2373,588.06
20/04/2020,588.06,591.03,-2.97,-1.6,5.3175,586.62
22/04/2020,586.62,588.06,-1.44,-2.24,5.4583,585.7
23/04/2020,585.7,586.62,-0.92,-1.07,5.5352,590.29
24/04/2020,590.29,585.7,4.59,-4.07,5.5915,585.13
27/04/2020,585.13,590.29,-5.16,-0.93,5.6543,583.76
28/04/2020,583.76,585.13,-1.37,3.77,5.5012,582.91
29/04/2020,582.91,583.76,-0.85,1.39,5.3361,575.41
30/04/2020,575.41,582.91,-7.5,-2.21,5.4875,573.02
04/05/2020,573.02,575.41,-2.39,-1.61,5.5459,573.79
05/05/2020,573.79,573.02,0.77,0.65,5.5797,583.41
06/05/2020,583.41,573.79,9.62,-1.34,5.7155,586.64
07/05/2020,586.64,583.41,3.23,-2.57,5.8324,587.73
08/05/2020,587.73,586.64,1.09,3.62,5.7329,597.52
11/05/2020,597.52,587.73,9.79,-2.55,5.8191,591.67
12/05/2020,591.67,597.52,-5.85,-1.81,5.8864,583.78
13/05/2020,583.78,591.67,-7.89,-0.97,5887,583.34
14/05/2020,583.34,583.78,-0.44,2.26,5813,588.86
15/05/2020,588.86,583.34,5.52,0.95,5857,593.87
18/05/2020,593.87,588.86,5.01,0.82,5.7204,586.52
19/05/2020,586.52,593.87,-7.35,-0.99,5.7558,582.91
20/05/2020,582.91,586.52,-3.61,0.4,5.6933,579.38
21/05/2020,579.38,582.91,-3.53,1.13,5.5524,575.2
22/05/2020,575.2,579.38,-4.18,-1.24,5534,568.9
25/05/2020,568.9,575.2,-6.3,2.41,5.4467,569.15
26/05/2020,569.15,568.9,0.25,0.33,5346,559.06
27/05/2020,559.06,569.15,-10.09,-2.2,5.2743,542.37
28/05/2020,542.37,559.06,-16.69,-2.59,5406,535.77
29/05/2020,535.77,542.37,-6.6,-3.78,5337,513.3
01/06/2020,513.3,535.77,-22.47,-1.68,5365,507.99
02/06/2020,507.99,513.3,-5.31,1.79,5.2017,502.31
03/06/2020,502.31,507.99,-5.68,2.26,5.0637,499.13
04/06/2020,499.13,502.31,-3.18,-2.06,5.12,493.35
05/06/2020,493.35,499.13,-5.78,1.73,4.9592,487.68
08/06/2020,487.68,493.35,-5.67,-1.09,4.8235,472.84
09/06/2020,472.84,487.68,-14.84,-0.92,4.9002,468.92
10/06/2020,468.92,472.84,-3.92,-1.47,4.9745,465.57
12/06/2020,465.57,468.92,-3.35,-2.02,5.0518,468.75
15/06/2020,468.75,465.57,3.18,-1.96,5156,467.09
16/06/2020,467.09,468.75,-1.66,-1.63,5.2445,465.41
17/06/2020,465.41,467.09,-1.68,0.96,5.2288,474.03
18/06/2020,474.03,465.41,8.62,-1.06,5.3779,479.19
19/06/2020,479.19,474.03,5.16,1.28,5.3122,478.8
22/06/2020,478.8,479.19,-0.39,0.58,5.2537,478.47
23/06/2020,478.47,478.8,-0.33,2.49,5.1544,480.12
24/06/2020,480.12,478.47,1.65,-2.25,5.3479,484.13
25/06/2020,484.13,480.12,4.01,-1.31,5.3564,477.89
26/06/2020,477.89,484.13,-6.24,-0.4,5.4858,488.6
29/06/2020,488.6,477.89,10.71,2.65,5.4037,500.17
30/06/2020,500.17,488.6,11.57,1.33,5463,507.79
01/07/2020,507.79,500.17,7.62,2.82,5.3186,510.69
02/07/2020,510.69,507.79,2.9,-0.34,5.3599,512.81
03/07/2020,512.81,510.69,2.12,0.15,5.3161,510.08
06/07/2020,510.08,512.81,-2.73,-3.89,5.3572,491.88
07/07/2020,491.88,510.08,-18.2,-0.8,5.3793,491.09
08/07/2020,491.09,491.88,-0.79,0.95,5.3438,492.97
09/07/2020,492.97,491.09,1.88,0.04,5.3431,492.33
10/07/2020,492.33,492.97,-0.64,-0.36,5324,488.95
13/07/2020,488.95,492.33,-3.38,0.55,5.4043,496.71
14/07/2020,496.71,488.95,7.76,-0.94,5.3684,488.8
15/07/2020,488.8,496.71,-7.91,-1.29,5.3716,485.62
16/07/2020,485.62,488.8,-3.18,1.96,5.3313,490.91
17/07/2020,490.91,485.62,5.29,1.46,5.3845,504.38
20/07/2020,504.38,490.91,13.47,-0.76,5.3291,495.5
21/07/2020,495.5,504.38,-8.88,2.38,5.1728,495.13
22/07/2020,495.13,495.5,-0.37,4.01,5.1178,508.14
23/07/2020,508.14,495.13,13.01,-1.5,5.2119,509.02
24/07/2020,509.02,508.14,0.88,-0.4,5.2334,507.23
27/07/2020,507.23,509.02,-1.79,1.82,5.1457,512.79
28/07/2020,512.79,507.23,5.56,1.26,5.1536,517.67
29/07/2020,517.67,512.79,4.88,2.39,5.1695,531.75
30/07/2020,531.75,517.67,14.08,2.19,5.1551,541.57
31/07/2020,541.57,531.75,9.82,2.65,5.2242,561.4
03/08/2020,561.4,541.57,19.83,-0.82,5.3215,569.74
04/08/2020,569.74,561.4,8.34,2.41,5.2912,578.99
05/08/2020,578.99,569.74,9.25,1.17,5.2916,585.17
06/08/2020,585.17,578.99,6.18,-3.9,5.3327,570.46
07/08/2020,570.46,585.17,-14.71,-2.25,5.4387,565.29
10/08/2020,565.29,570.46,-5.17,-1.23,5.4812,562.54
11/08/2020,562.54,565.29,-2.75,0.58,5.38,560.21
12/08/2020,560.21,562.54,-2.33,-2.65,5.4333,550.95
13/08/2020,550.95,560.21,-9.26,2.84,5369,557.61
14/08/2020,557.61,550.95,6.66,-1.05,5.4204,558.14
17/08/2020,558.14,557.61,0.53,0.16,5.5095,566.51
18/08/2020,566.51,558.14,8.37,2.54,5.4666,576.84
19/08/2020,576.84,566.51,10.33,-0.96,5.5575,577.33
20/08/2020,577.33,576.84,0.49,0.44,5.5568,583.29
21/08/2020,583.29,577.33,5.96,0.38,5.6192,590.78
24/08/2020,590.78,583.29,7.49,0.47,5.61,592.48
25/08/2020,592.48,590.78,1.7,2.11,5.5075,596.21
26/08/2020,596.21,592.48,3.73,-0.25,5.6054,603.11
27/08/2020,603.11,596.21,6.9,-0.65,5.57,596.04
28/08/2020,596.04,603.11,-7.07,4.57,5.3881,603.55
31/08/2020,603.55,596.04,7.51,-0.1,5.4925,610.57
01/09/2020,610.57,603.55,7.02,0.81,5396,605.15
02/09/2020,605.15,610.57,-5.42,0.69,5.3403,605.24
03/09/2020,605.24,605.15,0.09,0.29,5.2914,599.29
04/09/2020,599.29,605.24,-5.95,0.93,5.3012,606.06
08/09/2020,606.06,599.29,6.77,-2.18,5.3638,600.43
09/09/2020,600.43,606.06,-5.63,-1.35,5.3078,585.43
10/09/2020,585.43,600.43,-15,-0.26,5321,587.04
11/09/2020,587.04,585.43,1.61,0.69,5.3189,592.71
14/09/2020,592.71,587.04,5.67,-4.28,5.2706,563.78
15/09/2020,563.78,592.71,-28.93,-0.61,5.2748,561.54
16/09/2020,561.54,563.78,-2.24,-0.43,5.2379,554.39
17/09/2020,554.39,561.54,-7.15,0,5.2394,554.16
18/09/2020,554.16,554.39,-0.23,-4.29,5.3898,544.82
21/09/2020,544.82,554.16,-9.34,-1.89,5.4131,538.25
22/09/2020,538.25,544.82,-6.57,-1.93,5.4704,533.89
23/09/2020,533.89,538.25,-4.36,-1.85,5.5943,534.51
24/09/2020,534.51,533.89,0.62,1.39,5.5089,536.31
25/09/2020,536.31,534.51,1.8,0.63,5.5624,542.53
28/09/2020,542.53,536.31,6.22,-2.83,5.6627,535.5
29/09/2020,535.5,542.53,-7.03,-0.14,5.6344,534.81
30/09/2020,534.81,535.5,-0.69,1.43,5.6109,541.13
01/10/2020,541.13,534.81,6.32,-2.13,5.6437,532.37
02/10/2020,532.37,541.13,-8.76,0.81,5.6851,537.44
05/10/2020,537.44,532.37,5.07,0.6,5.5743,531.65
06/10/2020,531.65,537.44,-5.79,-0.57,5593,532.14
07/10/2020,532.14,531.65,0.49,-0.06,5.6097,533.47
08/10/2020,533.47,532.14,1.33,1.32,5.5987,538.09
09/10/2020,538.09,533.47,4.62,0.93,5.5317,537.8
13/10/2020,537.8,538.09,-0.29,-0.41,5.5693,539.64
14/10/2020,539.64,537.8,1.84,-0.42,5.5922,540.05
15/10/2020,540.05,539.64,0.41,-0.08,5.6126,540.51
16/10/2020,540.51,540.05,0.46,-0.85,5.6428,538.88
19/10/2020,538.88,540.51,-1.63,0,5.6069,534.97
20/10/2020,534.97,538.88,-3.91,-0.59,5.6054,531.09
21/10/2020,531.09,534.97,-3.88,-0.07,5.6066,531.54
22/10/2020,531.54,531.09,0.45,1.64,5.5893,539.87
23/10/2020,539.87,531.54,8.33,-1.03,5.6175,536.98
26/10/2020,536.98,539.87,-2.89,0.38,5.6243,538.84
27/10/2020,538.84,536.98,1.86,-0.54,5.7055,540.47
28/10/2020,540.47,538.84,1.63,-1.47,5.7457,538.56
29/10/2020,538.56,540.47,-1.91,-0.45,5779,536.73
30/10/2020,536.73,538.56,-1.83,0.19,5.7446,537.58
03/11/2020,537.58,536.73,0.85,0.16,5756,538.74
04/11/2020,538.74,537.58,1.16,0.92,5.6635,535.61
05/11/2020,535.61,538.74,-3.13,3.3,5525,543.05
06/11/2020,543.05,535.61,7.44,2.85,5.3647,542.82
09/11/2020,542.82,543.05,-0.23,-1.67,5.3858,536.39
10/11/2020,536.39,542.82,-6.43,0.38,5.4147,534.97
11/11/2020,534.97,536.39,-1.42,0.82,5391,542.94
12/11/2020,542.94,534.97,7.97,0.64,5.4581,551.64
13/11/2020,551.64,542.94,8.7,-0.15,5.4577,551.9
16/11/2020,551.9,551.64,0.26,3.13,5.4152,564.36
17/11/2020,564.36,551.9,12.46,2.59,5.3281,568.44
18/11/2020,568.44,564.36,4.08,3.62,5.3629,588.52
19/11/2020,588.52,568.44,20.08,1.74,5.3054,594.13
20/11/2020,594.13,588.52,5.61,-4.01,5.3797,579.3
23/11/2020,579.3,594.13,-14.83,-1,5439,580.88
24/11/2020,580.88,579.3,1.58,0.5,5.3736,578.02
25/11/2020,578.02,580.88,-2.86,2.55,5.3237,584.4
26/11/2020,584.4,578.02,6.38,-1.35,5.3365,578.52
27/11/2020,578.52,584.4,-5.88,5.5,5.3438,607.73
30/11/2020,607.73,578.52,29.21,-0.65,5.3319,606.99
01/12/2020,606.99,607.73,-0.74,-0.66,5.2061,590.05
02/12/2020,590.05,606.99,-16.94,0.34,5.2175,593.06
03/12/2020,593.06,590.05,3.01,0.6,5.1515,583.93
04/12/2020,583.93,593.06,-9.13,-0.18,5.1557,581.96
07/12/2020,581.96,583.93,-1.97,-0.1,5099,576.26
08/12/2020,576.26,581.96,-5.7,-0.13,5.1206,580.91
09/12/2020,580.91,576.26,4.65,-2.34,5.1708,574.92
10/12/2020,574.92,580.91,-5.99,5.5,5.0256,586.4
11/12/2020,586.4,574.92,11.48,-1.15,5.0656,582.46
14/12/2020,582.46,586.4,-3.94,2.22,5.1192,600.37
15/12/2020,600.37,582.46,17.91,-0.25,5.0823,596.64
16/12/2020,596.64,600.37,-3.73,1.43,5.0838,608.32
17/12/2020,608.32,596.64,11.68,0.87,5.0582,606.64
18/12/2020,606.64,608.32,-1.68,-0.8,5.1022,604.03
21/12/2020,604.03,606.64,-2.61,-1.99,5.1222,598.23
22/12/2020,598.23,604.03,-5.8,-0.84,5.1597,598.68
23/12/2020,598.68,598.23,0.45,-0.34,5.2164,600.82
28/12/2020,600.82,598.68,2.14,0.45,5.2461,607.83
29/12/2020,607.83,600.82,7.01,1.33,5.2099,608.35
30/12/2020,608.35,607.83,0.52,-0.36,5.1937,606.69
