data,brl_price_yesterday,brl_price_yesterday-1,var_brl_price_yesterday,var_usd_price_yesterday,usd,brl_price
04/12/2015,474.45,466.82,7.63,3.08,3.7521,483.65
07/12/2015,483.65,474.45,9.2,-2.06,3.7681,480.3
08/12/2015,480.3,483.65,-3.35,-1.51,3.7962,480.31
09/12/2015,480.31,480.3,0.01,3.14,3.7502,483.48
10/12/2015,483.48,480.31,3.17,-2.2,3.8126,483.23
11/12/2015,483.23,483.48,-0.25,-3.64,3873,476.79
14/12/2015,476.79,483.23,-6.44,-0.99,3.8779,475.78
15/12/2015,475.78,476.79,-1.01,-0.7,3873,472.1
16/12/2015,472.1,475.78,-3.68,0.06,3.8848,477.31
17/12/2015,477.31,472.1,5.21,0.74,3.8796,476.53
18/12/2015,476.53,477.31,-0.78,-0.64,3.9824,480.74
21/12/2015,480.74,476.53,4.21,-2.26,4.0134,479.85
22/12/2015,479.85,480.74,-0.89,1.87,3.9899,484.78
23/12/2015,484.78,479.85,4.93,1.39,3.9419,485.31
28/12/2015,485.31,484.78,0.53,1.7,3.8586,481.44
29/12/2015,481.44,485.31,-3.87,0.33,3.8655,484.35
30/12/2015,484.35,481.44,2.91,0.34,3.9608,495.55
04/01/2016,495.55,484.35,11.2,-2.43,4.0402,496.87
05/01/2016,496.87,495.55,1.32,3.58,4.1977,504.26
06/01/2016,504.26,496.87,7.39,-2.51,4.0244,497.49
07/01/2016,497.49,504.26,-6.77,-1.08,4.0448,496.31
08/01/2016,496.31,497.49,-1.18,1.86,4.0245,502.6
11/01/2016,502.6,496.31,6.29,-5.22,4.0537,483.32
12/01/2016,483.32,502.6,-19.28,0.38,4029,483.77
13/01/2016,483.77,483.32,0.45,2.8,4.0158,490.33
14/01/2016,490.33,483.77,6.56,-2.69,3.9996,478.71
15/01/2016,478.71,490.33,-11.62,-1.31,4.0479,480.13
18/01/2016,480.13,478.71,1.42,0.99,4.0557,481.87
19/01/2016,481.87,480.13,1.74,-0.08,4.0626,483.69
20/01/2016,483.69,481.87,1.82,-4,4.0971,475.22
21/01/2016,475.22,483.69,-8.47,2.08,4.1575,488.15
22/01/2016,488.15,475.22,12.93,2.81,4.0945,494.29
25/01/2016,494.29,488.15,6.14,0.39,4.0903,495.71
26/01/2016,495.71,494.29,1.42,1.6,4.0536,497.31
27/01/2016,497.31,495.71,1.6,-0.31,4.1077,498.26
28/01/2016,498.26,497.31,0.95,0.94,4.0699,500.75
29/01/2016,500.75,498.26,2.49,0.56,3.9988,497.22
01/02/2016,497.22,500.75,-3.53,0.56,3.9629,492.63
02/02/2016,492.63,497.22,-4.59,1.26,3.9895,499.13
03/02/2016,499.13,492.63,6.5,1.37,3.8954,496.98
04/02/2016,496.98,499.13,-2.15,1.65,3.8897,499.49
05/02/2016,499.49,496.98,2.51,-1.4,3.9035,496.82
10/02/2016,496.82,499.49,-2.67,-4.41,3.9285,482.28
11/02/2016,482.28,496.82,-14.54,-1.31,3.9946,482.19
12/02/2016,482.19,482.28,-0.09,1.62,4.2027,490.88
15/02/2016,490.88,482.19,8.69,-0.63,4006,487.98
16/02/2016,487.98,490.88,-2.9,-1.86,4.0723,489.23
17/02/2016,489.23,487.98,1.25,2.14,3.9851,487.04
18/02/2016,487.04,489.23,-2.19,-1.73,4.0284,487.77
19/02/2016,487.77,487.04,0.73,0.91,4.0214,491.55
22/02/2016,491.55,487.77,3.78,3.74,3.9473,494.61
23/02/2016,494.61,491.55,3.06,-0.51,3.9569,494.74
24/02/2016,494.74,494.61,0.13,-3.01,3.9591,482.08
25/02/2016,482.08,494.74,-12.66,1.3,3956,485.61
26/02/2016,485.61,482.08,3.53,-1.81,3.9933,485.04
29/02/2016,485.04,485.61,-0.57,-1.14,4.0171,480.61
01/03/2016,480.61,485.04,-4.43,0.76,3.9275,477.33
02/03/2016,477.33,480.61,-3.28,1.73,3.8932,477.77
03/03/2016,477.77,477.33,0.44,3.01,3.7991,479.7
04/03/2016,479.7,477.77,1.93,1.33,3.7593,479.04
07/03/2016,479.04,479.7,-0.66,0.2,3783,482.23
08/03/2016,482.23,479.04,3.19,1.45,3.7556,483.18
09/03/2016,483.18,482.23,0.95,2.83,3.6849,486.83
10/03/2016,486.83,483.18,3.65,1.03,3.6215,482.98
11/03/2016,482.98,486.83,-3.85,3.54,3582,490.55
14/03/2016,490.55,482.98,7.57,-0.85,3.6618,493.15
15/03/2016,493.15,490.55,2.6,-3.13,3.7656,496.42
16/03/2016,496.42,493.15,3.27,2.31,3.7422,504.17
17/03/2016,504.17,496.42,7.75,5.19,3.6267,509.09
18/03/2016,509.09,504.17,4.92,1.72,3624,507.6
21/03/2016,507.6,509.09,-1.49,-3.05,3.6178,499.54
22/03/2016,499.54,507.6,-8.06,2.4,3.5812,505.38
23/03/2016,505.38,499.54,5.84,-5.79,3.6854,495.81
24/03/2016,495.81,505.38,-9.57,-0.56,3.6771,495.9
28/03/2016,495.9,495.81,0.09,1.39,3.6278,492.74
29/03/2016,492.74,495.9,-3.16,-0.76,3.6386,490.53
30/03/2016,490.53,492.74,-2.21,-0.71,3.6002,486.32
31/03/2016,486.32,490.53,-4.21,0.87,3.5935,487.18
01/04/2016,487.18,486.32,0.86,0.73,3.5538,485.07
04/04/2016,485.07,487.18,-2.11,-4.42,3624,473.75
05/04/2016,473.75,485.07,-11.32,-2.7,3.6805,472.65
06/04/2016,472.65,473.75,-1.1,0.54,3.6413,471.81
07/04/2016,471.81,472.65,-0.84,-1.08,3.6905,473.11
08/04/2016,473.11,471.81,1.3,2.73,3.5901,471.94
11/04/2016,471.94,473.11,-1.17,3.69,3.4924,470.8
12/04/2016,470.8,471.94,-1.14,-0.98,3.4928,469.64
13/04/2016,469.64,470.8,-1.16,-0.77,3.4983,463.87
14/04/2016,463.87,469.64,-5.77,0.87,3.4838,465.86
15/04/2016,465.86,463.87,1.99,-1.49,3.5332,464.92
18/04/2016,464.92,465.86,-0.94,-1.78,3.6155,470.38
19/04/2016,470.38,464.92,5.46,1.96,3.5341,468.32
20/04/2016,468.32,470.38,-2.06,0.08,3.5299,467.94
22/04/2016,467.94,468.32,-0.38,-3.94,3.5646,459.57
25/04/2016,459.57,467.94,-8.37,1.15,3.5558,460.67
26/04/2016,460.67,459.57,1.1,1.69,3.5297,463.14
27/04/2016,463.14,460.67,2.47,-1.77,3.5267,456.78
28/04/2016,456.78,463.14,-6.36,0.1,3.4878,453.76
29/04/2016,453.76,456.78,-3.02,1.11,3.4358,450.15
02/05/2016,450.15,453.76,-3.61,-1.51,3.5011,451.72
03/05/2016,451.72,450.15,1.57,-2.06,3.5599,453.94
04/05/2016,453.94,451.72,2.22,0.87,3.5473,453.06
05/05/2016,453.06,453.94,-0.88,0.16,3.5349,455.15
06/05/2016,455.15,453.06,2.09,3.24,3.5023,460.34
09/05/2016,460.34,455.15,5.19,0.04,3.5164,464.17
10/05/2016,464.17,460.34,3.83,2.54,3.4758,465.61
11/05/2016,465.61,464.17,1.44,1.18,3.4528,466.44
12/05/2016,466.44,465.61,0.83,-0.18,3.4855,469.06
13/05/2016,469.06,466.44,2.62,-2.16,3534,468.37
16/05/2016,468.37,469.06,-0.69,2.89,3.5001,475.14
17/05/2016,475.14,468.37,6.77,0.43,3.4888,475.54
18/05/2016,475.54,475.14,0.4,-4.49,3.5683,469.4
19/05/2016,469.4,475.54,-6.14,-3.3,3.5644,458.79
20/05/2016,458.79,469.4,-10.61,-0.7,3.5202,452.58
23/05/2016,452.58,458.79,-6.21,-0.77,3.5728,455.09
24/05/2016,455.09,452.58,2.51,-0.23,3.5713,454.25
25/05/2016,454.25,455.09,-0.84,-1.03,3.5836,452.57
27/05/2016,452.57,454.25,-1.68,0.1,3.6116,454.06
30/05/2016,454.06,452.57,1.49,1.42,3.5713,455.25
31/05/2016,455.25,454.06,1.19,-0.98,3.6111,457.17
01/06/2016,457.17,455.25,1.92,1.16,3.6007,458.16
02/06/2016,458.16,457.17,0.99,1.03,3.5926,460.72
03/06/2016,460.72,458.16,2.56,3.93,3524,467.25
06/06/2016,467.25,460.72,6.53,4.13,3.4896,477.19
07/06/2016,477.19,467.25,9.94,2.58,3.4421,480.08
08/06/2016,480.08,477.19,2.89,5.63,3363,488.18
09/06/2016,488.18,480.08,8.1,-4.81,3401,475.46
10/06/2016,475.46,488.18,-12.72,0.91,3.4188,483.06
13/06/2016,483.06,475.46,7.6,-0.64,3.4827,488.02
14/06/2016,488.02,483.06,4.96,-0.93,3.4812,486.32
15/06/2016,486.32,488.02,-1.7,2.83,3.4741,492.52
16/06/2016,492.52,486.32,6.2,0.47,3.4661,494.84
17/06/2016,494.84,492.52,2.32,1.41,3.4163,492.98
20/06/2016,492.98,494.84,-1.86,-2.18,3.3945,481.96
21/06/2016,481.96,492.98,-11.02,1.1,3.4158,486.28
22/06/2016,486.28,481.96,4.32,1.99,3377,489.42
23/06/2016,489.42,486.28,3.14,3.32,3339,496.64
24/06/2016,496.64,489.42,7.22,-3.73,3.3739,487.75
27/06/2016,487.75,496.64,-8.89,-0.74,3.3926,488.57
28/06/2016,488.57,487.75,0.82,5.45,3.3029,493.03
29/06/2016,493.03,488.57,4.46,4.73,3222,498.35
30/06/2016,498.35,493.03,5.32,1.7,3.2134,500.41
01/07/2016,500.41,498.35,2.06,-0.25,3.2361,502.27
04/07/2016,502.27,500.41,1.86,-1.64,3.2695,502.05
05/07/2016,502.05,502.27,-0.22,-2.07,3.3024,500.88
06/07/2016,500.88,502.05,-1.17,-3.48,3.33,494.59
07/07/2016,494.59,500.88,-6.29,0.14,3.3678,498.33
08/07/2016,498.33,494.59,3.74,3.29,3.3006,498.74
11/07/2016,498.74,498.33,0.41,2.47,3.3094,510.12
12/07/2016,510.12,498.74,11.38,-0.42,3296,505.64
13/07/2016,505.64,510.12,-4.48,1.11,3.2637,507.58
14/07/2016,507.58,505.64,1.94,1.98,3.2511,510.01
15/07/2016,510.01,507.58,2.43,-1.98,3282,503.56
18/07/2016,503.56,510.01,-6.45,0.03,3.2532,503.21
19/07/2016,503.21,503.56,-0.35,-0.98,3249,501.26
20/07/2016,501.26,503.21,-1.95,0.42,3.2591,501.38
21/07/2016,501.38,501.26,0.12,-1.29,3.2722,502.54
22/07/2016,502.54,501.38,1.16,-4.12,3.2565,485.45
25/07/2016,485.45,502.54,-17.09,-1.59,3286,484.7
26/07/2016,484.7,485.45,-0.75,1.63,3.2768,487.23
27/07/2016,487.23,484.7,2.53,-0.21,3.2637,485.63
28/07/2016,485.63,487.23,-1.6,-0.09,3.2892,489.49
29/07/2016,489.49,485.63,3.86,3.93,3.2486,494.19
01/08/2016,494.19,489.49,4.7,-2.88,3.2649,489.81
02/08/2016,489.81,494.19,-4.38,0.25,3.2571,490.05
03/08/2016,490.05,489.81,0.24,0.36,3.2377,486.7
04/08/2016,486.7,490.05,-3.35,0.34,3.1938,481.93
05/08/2016,481.93,486.7,-4.77,2.46,3166,484.6
08/08/2016,484.6,481.93,2.67,-0.28,3.1749,483.7
09/08/2016,483.7,484.6,-0.9,-1.09,3.1456,476.01
10/08/2016,476.01,483.7,-7.69,-0.76,3.1271,471.52
11/08/2016,471.52,476.01,-4.49,-2.42,3145,466.18
12/08/2016,466.18,471.52,-5.34,-0.73,3.1925,471.13
15/08/2016,471.13,466.18,4.95,-0.34,3.1862,469.15
16/08/2016,469.15,471.13,-1.98,-0.41,3.2027,468.44
17/08/2016,468.44,469.15,-0.71,-1.16,3.2037,468.42
18/08/2016,468.42,468.44,-0.02,-0.07,3.2393,472.4
19/08/2016,472.4,468.42,3.98,2.23,3.2038,475.34
22/08/2016,475.34,472.4,2.94,1.94,3.2014,480.52
23/08/2016,480.52,475.34,5.18,0.85,3.2338,487.62
24/08/2016,487.62,480.52,7.1,-4.5,3.2257,471.89
25/08/2016,471.89,487.62,-15.73,2.67,3.2367,481.09
26/08/2016,481.09,471.89,9.2,-1.49,3.2655,482.49
29/08/2016,482.49,481.09,1.4,1.91,3.2298,483.21
30/08/2016,483.21,482.49,0.72,1.3,3.2419,489.21
31/08/2016,489.21,483.21,6,0.17,3.2273,486.45
01/09/2016,486.45,489.21,-2.76,3.32,3.2582,501.02
02/09/2016,501.02,486.45,14.57,-0.38,3.2568,499.92
05/09/2016,499.92,501.02,-1.1,-1.75,3.2833,498.64
06/09/2016,498.64,499.92,-1.28,3.26,3.1953,498.62
08/09/2016,498.62,498.64,-0.02,0.76,3.2143,501.36
09/09/2016,501.36,498.62,2.74,-3.77,3.2735,499.16
12/09/2016,499.16,501.36,-2.2,0.73,3.2458,496.81
13/09/2016,496.81,499.16,-2.35,-2.69,3.3138,498.6
14/09/2016,498.6,496.81,1.79,-0.88,3.3426,499.14
15/09/2016,499.14,498.6,0.54,2.6,3.3024,502.93
16/09/2016,502.93,499.14,3.79,1.36,3.2622,500.98
19/09/2016,500.98,502.93,-1.95,1.78,3.2731,508.03
20/09/2016,508.03,500.98,7.05,2.86,3.2589,514.24
21/09/2016,514.24,508.03,6.21,0.49,3.2071,509.65
22/09/2016,509.65,514.24,-4.59,0.03,3.2208,510.68
23/09/2016,510.68,509.65,1.03,-5.29,3245,496.42
26/09/2016,496.42,510.68,-14.26,2.11,3.2401,504.65
27/09/2016,504.65,496.42,8.23,1.54,3.2346,506.98
28/09/2016,506.98,504.65,2.33,0.66,3.2167,508.5
29/09/2016,508.5,506.98,1.52,-3.39,3.2595,502.48
30/09/2016,502.48,508.5,-6.02,0.46,3.2603,503.07
03/10/2016,503.07,502.48,0.59,-0.85,3.2105,492.44
04/10/2016,492.44,503.07,-10.63,-1.17,3.2578,497.11
05/10/2016,497.11,492.44,4.67,1.5,3.2202,496.75
06/10/2016,496.75,497.11,-0.36,-1.6,3.2298,492.05
07/10/2016,492.05,496.75,-4.7,0.29,3.2204,491.59
10/10/2016,491.59,492.05,-0.46,4.87,3.2065,505.54
11/10/2016,505.54,491.59,13.95,-0.25,3.1953,503.77
13/10/2016,503.77,505.54,-1.77,-0.63,3178,498.77
14/10/2016,498.77,503.77,-5,2.1,3.2051,509.27
17/10/2016,509.27,498.77,10.5,0.32,3.2022,510.46
18/10/2016,510.46,509.27,1.19,2.63,3.1888,515.16
19/10/2016,515.16,510.46,4.7,-0.24,3.1697,512.61
20/10/2016,512.61,515.16,-2.55,0.02,3.1433,507.5
21/10/2016,507.5,512.61,-5.11,-0.71,3.1511,509.61
24/10/2016,509.61,507.5,2.11,3.16,3.1246,512.09
25/10/2016,512.09,509.61,2.48,5.29,3.1151,526.71
26/10/2016,526.71,512.09,14.62,-1.15,3.1409,529.03
27/10/2016,529.03,526.71,2.32,1.45,3.1701,535.27
28/10/2016,535.27,529.03,6.24,-0.74,3.2065,540.4
31/10/2016,540.4,535.27,5.13,-0.96,3.1893,535.3
01/11/2016,535.3,540.4,-5.1,-1.75,3.2367,538.88
03/11/2016,538.88,535.3,3.58,2.88,3.2425,547.52
04/11/2016,547.52,538.88,8.64,6.94,3.2337,567.17
07/11/2016,567.17,547.52,19.65,4.12,3202,577.74
08/11/2016,577.74,567.17,10.57,-3.18,3.1695,561.69
09/11/2016,561.69,577.74,-16.05,-2.05,3.2172,562.56
10/11/2016,562.56,561.69,0.87,-7.74,3.3864,562.61
11/11/2016,562.61,562.56,0.05,-2,3.3915,563.29
14/11/2016,563.29,562.61,0.68,-1.6,3.4331,563.25
16/11/2016,563.25,563.29,-0.04,1.05,3.42,564.72
17/11/2016,564.72,563.25,1.47,0.4,3.4193,564.63
18/11/2016,564.63,564.72,-0.09,2.66,3.3835,567.32
21/11/2016,567.32,564.63,2.69,-1.91,3.3525,556.05
22/11/2016,556.05,567.32,-11.27,0.87,3355,559.99
23/11/2016,559.99,556.05,3.94,-4.24,3.3945,550.79
24/11/2016,550.79,559.99,-9.2,0.54,3.3915,552.63
25/11/2016,552.63,550.79,1.84,-1.98,3.4223,549.78
28/11/2016,549.78,552.63,-2.85,1.24,3.3859,549.13
29/11/2016,549.13,549.78,-0.65,-3.44,3399,539.71
30/11/2016,539.71,549.13,-9.42,-0.75,3.3842,535.43
01/12/2016,535.43,539.71,-4.28,-6.51,3.4718,526.27
02/12/2016,526.27,535.43,-9.16,0.86,3.4755,528.18
05/12/2016,528.18,526.27,1.91,-0.29,3.4215,521.71
06/12/2016,521.71,528.18,-6.47,0.1,3408,518.86
07/12/2016,518.86,521.71,-2.85,-2.56,3383,511.02
08/12/2016,511.02,518.86,-7.84,1.42,3.3755,511.5
09/12/2016,511.5,511.02,0.48,-2.43,3.3785,500.74
12/12/2016,500.74,511.5,-10.76,0.04,3.3388,497.76
13/12/2016,497.76,500.74,-2.98,2.49,3.3355,502.75
14/12/2016,502.75,497.76,4.99,-1.02,3.3705,501.93
15/12/2016,501.93,502.75,-0.82,-2.77,3.3695,497.37
16/12/2016,497.37,501.93,-4.56,-2.08,3392,492.98
19/12/2016,492.98,497.37,-4.39,2.73,3365,499.42
20/12/2016,499.42,492.98,6.44,2.09,3.3546,502.71
21/12/2016,502.71,499.42,3.29,0.87,3327,502.75
22/12/2016,502.75,502.71,0.04,-1.01,3.2875,494.76
23/12/2016,494.76,502.75,-7.99,-0.19,3271,490.23
26/12/2016,490.23,494.76,-4.53,-0.56,3277,489.13
27/12/2016,489.13,490.23,-1.1,-2.96,3.2712,479.45
28/12/2016,479.45,489.13,-9.68,0.7,3.2845,482.62
29/12/2016,482.62,479.45,3.17,2.43,3.2547,485.67
02/01/2017,485.67,482.62,3.05,-2.88,3.2857,481.58
03/01/2017,481.58,485.67,-4.09,-1.59,3.2652,472.28
04/01/2017,472.28,481.58,-9.3,7.61,3.2163,491.74
05/01/2017,491.74,472.28,19.46,4.16,3.1991,501.39
06/01/2017,501.39,491.74,9.65,0.08,3.2241,505.41
09/01/2017,505.41,501.39,4.02,1.01,3.1969,504.4
10/01/2017,504.4,505.41,-1.01,1.61,3.1961,509.37
11/01/2017,509.37,504.4,4.97,1.83,3.1975,513.61
12/01/2017,513.61,509.37,4.24,1.33,3.1881,515.74
13/01/2017,515.74,513.61,2.13,-1.87,3.2213,516.55
16/01/2017,516.55,515.74,0.81,-1.6,3.2418,515.06
17/01/2017,515.06,516.55,-1.49,2.57,3.2115,519.18
18/01/2017,519.18,515.06,4.12,-0.37,3.2309,519.45
19/01/2017,519.45,519.18,0.27,1.9,3.1965,521.97
20/01/2017,521.97,519.45,2.52,2.04,3169,525.37
23/01/2017,525.37,521.97,3.4,2.17,3.1633,530.42
24/01/2017,530.42,525.37,5.05,-0.85,3.1702,528.04
25/01/2017,528.04,530.42,-2.38,1.68,3.1702,533.36
26/01/2017,533.36,528.04,5.32,-1.03,3178,531.8
27/01/2017,531.8,533.36,-1.56,1.68,3141,532.73
30/01/2017,532.73,531.8,0.93,-0.88,3127,523.9
31/01/2017,523.9,532.73,-8.83,-2.92,3.1509,519.75
01/02/2017,519.75,523.9,-4.15,0.81,3.1295,522.63
02/02/2017,522.63,519.75,2.88,-1.5,3124,512.82
03/02/2017,512.82,522.63,-9.81,0.74,3.1176,514.46
06/02/2017,514.46,512.82,1.64,-2.63,3116,507.9
07/02/2017,507.9,514.46,-6.56,-1.22,3.1205,503.76
08/02/2017,503.76,507.9,-4.14,2.43,3.1175,510.37
09/02/2017,510.37,503.76,6.61,0.23,3.1301,513.38
10/02/2017,513.38,510.37,3.01,0.93,3.1157,512.5
13/02/2017,512.5,513.38,-0.88,-1.04,3.1115,509.94
14/02/2017,509.94,512.5,-2.56,-0.71,3085,505.42
15/02/2017,505.42,509.94,-4.52,-0.02,3.0575,500.32
16/02/2017,500.32,505.42,-5.1,-0.26,3.0892,501.31
17/02/2017,501.31,500.32,0.99,-0.1,3.1048,503.45
20/02/2017,503.45,501.31,2.14,-0.28,3087,501.43
21/02/2017,501.43,503.45,-2.02,2.81,3.0951,510.59
22/02/2017,510.59,501.43,9.16,1.05,3064,510.67
23/02/2017,510.67,510.59,0.08,0.3,3.0595,510.09
24/02/2017,510.09,510.67,-0.58,-4.41,3111,504.73
01/03/2017,504.73,510.09,-5.36,-3.07,3.09,492.64
02/03/2017,492.64,504.73,-12.09,-2.84,3.1565,492.11
03/03/2017,492.11,492.64,-0.53,1.67,3.1158,492.31
06/03/2017,492.31,492.11,0.2,-1.22,3.1386,490.09
07/03/2017,490.09,492.31,-2.22,0.09,3.1195,488.8
08/03/2017,488.8,490.09,-1.29,-1.04,3.1631,492.72
09/03/2017,492.72,488.8,3.92,-2.1,3.1932,491.02
10/03/2017,491.02,492.72,-1.7,2.83,3.1395,491.75
13/03/2017,491.75,491.02,0.73,-0.83,3153,491.01
14/03/2017,491.01,491.75,-0.74,-1.32,3.1685,490.58
15/03/2017,490.58,491.01,-0.43,2.46,3.1037,488.66
16/03/2017,488.66,490.58,-1.92,-0.32,3.1185,488.43
17/03/2017,488.43,488.66,-0.23,1.1,3.0918,488.7
20/03/2017,488.7,488.43,0.27,1.94,3.0726,489.94
21/03/2017,489.94,488.7,1.24,-0.61,3.0884,490.45
22/03/2017,490.45,489.94,0.51,-2.56,3088,484.29
23/03/2017,484.29,490.45,-6.16,-2.76,3.1395,482.03
24/03/2017,482.03,484.29,-2.26,-1.53,3.1086,472.83
27/03/2017,472.83,482.03,-9.2,-0.59,3.1265,474.63
28/03/2017,474.63,472.83,1.8,0.47,3.1412,477.62
29/03/2017,477.62,474.63,2.99,0.31,3.1199,475.1
30/03/2017,475.1,477.62,-2.52,-0.94,3.1496,475.04
31/03/2017,475.04,475.1,-0.06,0.59,3.1233,475.36
03/04/2017,475.36,475.04,0.32,0.97,3.1147,476.12
04/04/2017,476.12,475.36,0.76,0.13,3.0939,474.36
05/04/2017,474.36,476.12,-1.76,-1.28,3.1203,471.31
06/04/2017,471.31,474.36,-3.05,-1.32,3.1427,473.39
07/04/2017,473.39,471.31,2.08,-0.42,3.1462,473.4
10/04/2017,473.4,473.39,0.01,0.53,3132,472.21
11/04/2017,472.21,473.4,-1.19,-0.2,3.1372,473.86
12/04/2017,473.86,472.21,1.65,0.22,3.1258,474.25
13/04/2017,474.25,473.86,0.39,-0.17,3.1444,473.27
17/04/2017,473.27,474.25,-0.98,2.46,3.0985,474.58
18/04/2017,474.58,473.27,1.31,0.66,3108,479.24
19/04/2017,479.24,474.58,4.66,-4.44,3.1522,468.37
20/04/2017,468.37,479.24,-10.87,-2.82,3.1486,461.71
24/04/2017,461.71,468.37,-6.66,-0.99,3128,455.23
25/04/2017,455.23,461.71,-6.48,-1.83,3.1471,452.38
26/04/2017,452.38,455.23,-2.85,-0.55,3.1723,453.92
27/04/2017,453.92,452.38,1.54,-0.59,3.1835,452.04
28/04/2017,452.04,453.92,-1.88,1.86,3.1766,457.68
02/05/2017,457.68,452.04,5.64,0.78,3.1517,457.39
03/05/2017,457.39,457.68,-0.29,0.76,3.1652,460.07
04/05/2017,460.07,457.39,2.68,-2.73,3.1885,455.62
05/05/2017,455.62,460.07,-4.45,1.7,3.1774,459.44
08/05/2017,459.44,455.62,3.82,-0.22,3198,462.07
09/05/2017,462.07,459.44,2.63,-1.86,3.1902,454.11
10/05/2017,454.11,462.07,-7.96,2.16,3.1678,458.39
11/05/2017,458.39,454.11,4.28,-0.74,3.1403,454.18
12/05/2017,454.18,458.39,-4.21,1.78,3.1218,456
15/05/2017,456,454.18,1.82,-0.46,3.1113,451.94
16/05/2017,451.94,456,-4.06,-1.95,3.0964,444.43
17/05/2017,444.43,451.94,-7.51,0.26,3138,448.55
18/05/2017,448.55,444.43,4.12,-8.24,3371,458.21
19/05/2017,458.21,448.55,9.66,4.99,3.2529,457.95
22/05/2017,457.95,458.21,-0.26,-1.75,3.2656,454.86
23/05/2017,454.86,457.95,-3.09,0.34,3.2705,453.75
24/05/2017,453.75,454.86,-1.11,-0.88,3.2784,453.09
25/05/2017,453.09,453.75,-0.66,0.76,3.2736,456.99
26/05/2017,456.99,453.09,3.9,1.54,3.2601,458.95
29/05/2017,458.95,456.99,1.96,-0.54,3.2567,457.6
30/05/2017,457.6,458.95,-1.35,0.63,3.2577,458.54
31/05/2017,458.54,457.6,0.94,-0.62,3.2266,453.01
01/06/2017,453.01,458.54,-5.53,-1.02,3.2506,451.23
02/06/2017,451.23,453.01,-1.78,-1.42,3.2483,447.03
05/06/2017,447.03,451.23,-4.2,1.14,3.2969,455.87
06/06/2017,455.87,447.03,8.84,-1.22,3.2778,450.62
07/06/2017,450.62,455.87,-5.25,-0.8,3.2695,447.75
08/06/2017,447.75,450.62,-2.87,1.71,3.2617,451.41
09/06/2017,451.41,447.75,3.66,-0.46,3.2971,452.53
12/06/2017,452.53,451.41,1.12,-0.47,3.3181,455.24
13/06/2017,455.24,452.53,2.71,-0.94,3.3154,451.04
14/06/2017,451.04,455.24,-4.2,0.43,3.2742,450.27
16/06/2017,450.27,451.04,-0.77,-1.13,3.2933,446.42
19/06/2017,446.42,450.27,-3.85,0.32,3.2828,447.6
20/06/2017,447.6,446.42,1.18,-2.5,3327,445.37
21/06/2017,445.37,447.6,-2.23,-1.56,3.3363,439.65
22/06/2017,439.65,445.37,-5.72,-4.67,3.3425,424.37
23/06/2017,424.37,439.65,-15.28,3.14,3343,435.75
26/06/2017,435.75,424.37,11.38,2.6,3.2963,439.36
27/06/2017,439.36,435.75,3.61,-0.04,3.3135,441.5
28/06/2017,441.5,439.36,2.14,1.04,3.2805,440.51
29/06/2017,440.51,441.5,-0.99,0.17,3.3043,443.49
30/06/2017,443.49,440.51,2.98,0.35,3.3072,445.86
03/07/2017,445.86,443.49,2.37,1.25,3.3015,448.38
04/07/2017,448.38,445.86,2.52,-1.1,3.3093,445.81
05/07/2017,445.81,448.38,-2.57,2.61,3.2889,452.52
06/07/2017,452.52,445.81,6.71,-1.1,3.2962,449.59
07/07/2017,449.59,452.52,-2.93,-0.1,3.2813,447.23
10/07/2017,447.23,449.59,-2.36,0.82,3.2557,446.63
11/07/2017,446.63,447.23,-0.6,-0.9,3.2548,442.86
12/07/2017,442.86,446.63,-3.77,1.58,3.2079,441.4
13/07/2017,441.4,442.86,-1.46,2.49,3.2138,450.22
14/07/2017,450.22,441.4,8.82,3.04,3.1799,455.56
17/07/2017,455.56,450.22,5.34,-0.19,3.1833,455.1
18/07/2017,455.1,455.56,-0.46,0.03,3.1545,451.34
19/07/2017,451.34,455.1,-3.76,2.14,3149,456.78
20/07/2017,456.78,451.34,5.44,0.2,3.1208,455.07
21/07/2017,455.07,456.78,-1.71,-0.13,3.1418,455.84
24/07/2017,455.84,455.07,0.77,-2.25,3147,450.04
25/07/2017,450.04,455.84,-5.8,-2.37,3.1726,445.67
26/07/2017,445.67,450.04,-4.37,3.5,3.1387,452.59
27/07/2017,452.59,445.67,6.92,1.2,3153,458.84
28/07/2017,458.84,452.59,6.25,2.8,3.1319,464.11
31/07/2017,464.11,458.84,5.27,0.9,3.1264,464.41
01/08/2017,464.41,464.11,0.3,-1.68,3.1265,460.07
02/08/2017,460.07,464.41,-4.34,2.28,3.1137,467.19
03/08/2017,467.19,460.07,7.12,0.8,3.1126,468.48
04/08/2017,468.48,467.19,1.29,-0.73,3.1313,467.85
07/08/2017,467.85,468.48,-0.63,1.9,3.1265,473.49
08/08/2017,473.49,467.85,5.64,1.61,3.1269,478.66
09/08/2017,478.66,473.49,5.17,-1.41,3.1559,478.06
10/08/2017,478.06,478.66,-0.6,-2.89,3.1757,471.79
11/08/2017,471.79,478.06,-6.27,0.57,3.1938,473.88
14/08/2017,473.88,471.79,2.09,-3.16,3189,466.94
15/08/2017,466.94,473.88,-6.94,-1.73,3.1695,459.26
16/08/2017,459.26,466.94,-7.68,0.05,3.1524,455.78
17/08/2017,455.78,459.26,-3.48,-2.91,3.1751,450.61
18/08/2017,450.61,455.78,-5.17,1.9,3.1465,451.73
21/08/2017,451.73,450.61,1.12,-2.02,3.1645,448.64
