,data,preco_anterior_br,preco_2_anterior_br,var_preco_anterior_2_anterior_br,preco_robusta_br,preco_eua,preco_anterior_eua,preco_2_anterior_eua,var_preco_anterior_2_anterior_eua,preco_robusta_eua,ano,dolar,preco_br
1139,25/07/2016,485.45,502.54,-17.09,417.01,147.32,148.91,153.03,-1.59,127.49,2016,3.286,484.7
1140,26/07/2016,484.7,485.45,-0.75,418.58,148.95,147.32,148.91,1.63,128.20,2016,3.2768,487.23
1141,27/07/2016,487.23,484.7,2.53,420.46,148.74,148.95,147.32,-0.21,127.68,2016,3.2637,485.63
1142,28/07/2016,485.63,487.23,-1.6,420.84,148.65,148.74,148.95,-0.09,129.93,2016,3.2892,489.49
1143,29/07/2016,489.49,485.63,3.86,419.95,152.58,148.65,148.74,3.93,128.35,2016,3.2486,494.19
1144,01/08/2016,494.19,489.49,4.7,421.49,149.7,152.58,148.65,-2.88,128.98,2016,3.2649,489.81
1145,02/08/2016,489.81,494.19,-4.38,421.26,149.95,149.7,152.58,0.25,130.10,2016,3.2571,490.05
1146,03/08/2016,490.05,489.81,0.24,421.51,150.31,149.95,149.7,0.36,131.76,2016,3.2377,486.7
1147,04/08/2016,486.7,490.05,-3.35,421.25,150.65,150.31,149.95,0.34,133.10,2016,3.1938,481.93
1148,05/08/2016,481.93,486.7,-4.77,421.83,153.11,150.65,150.31,2.46,133.28,2016,3.166,484.6
1149,08/08/2016,484.6,481.93,2.67,421.24,152.83,153.11,150.65,-0.28,134.28,2016,3.1749,483.7
1150,09/08/2016,483.7,484.6,-0.9,421.91,151.74,152.83,153.11,-1.09,135.10,2016,3.1456,476.01
1151,10/08/2016,476.01,483.7,-7.69,423.93,150.98,151.74,152.83,-0.76,135.10,2016,3.1271,471.52
1152,11/08/2016,471.52,476.01,-4.49,422.39,148.56,150.98,151.74,-2.42,132.54,2016,3.145,466.18
1153,12/08/2016,466.18,471.52,-5.34,423.16,147.83,148.56,150.98,-0.73,133.03,2016,3.1925,471.13
1154,15/08/2016,471.13,466.18,4.95,423.66,147.49,147.83,148.56,-0.34,133.02,2016,3.1862,469.15
1155,16/08/2016,469.15,471.13,-1.98,423.22,147.08,147.49,147.83,-0.41,131.84,2016,3.2027,468.44
1156,17/08/2016,468.44,469.15,-0.71,423.83,145.92,147.08,147.49,-1.16,130.85,2016,3.2037,468.42
1157,18/08/2016,468.42,468.44,-0.02,425.57,145.85,145.92,147.08,-0.07,132.58,2016,3.2393,472.4
1158,19/08/2016,472.4,468.42,3.98,424.15,148.08,145.85,145.92,2.23,132.42,2016,3.2038,475.34
1159,22/08/2016,475.34,472.4,2.94,424.23,150.02,148.08,145.85,1.94,131.26,2016,3.2014,480.52
1160,23/08/2016,480.52,475.34,5.18,422.99,150.87,150.02,148.08,0.85,131.20,2016,3.2338,487.62
1161,24/08/2016,487.62,480.52,7.1,426.15,146.37,150.87,150.02,-4.5,132.02,2016,3.2257,471.89
1162,25/08/2016,471.89,487.62,-15.73,422.66,149.04,146.37,150.87,2.67,129.25,2016,3.2367,481.09
1163,26/08/2016,481.09,471.89,9.2,424.65,147.55,149.04,146.37,-1.49,131.35,2016,3.2655,482.49
1164,29/08/2016,482.49,481.09,1.4,423.02,149.46,147.55,149.04,1.91,130.36,2016,3.2298,483.21
1165,30/08/2016,483.21,482.49,0.72,422.11,150.76,149.46,147.55,1.3,130.97,2016,3.2419,489.21
1166,31/08/2016,489.21,483.21,6,422.95,150.93,150.76,149.46,0.17,130.22,2016,3.2273,486.45
1167,01/09/2016,486.45,489.21,-2.76,424.93,154.25,150.93,150.76,3.32,130.79,2016,3.2582,501.02
1168,02/09/2016,501.02,486.45,14.57,424.95,153.87,154.25,150.93,-0.38,129.64,2016,3.2568,499.92
1169,05/09/2016,499.92,501.02,-1.1,426.65,152.12,153.87,154.25,-1.75,132.95,2016,3.2833,498.64
1170,06/09/2016,498.64,499.92,-1.28,424.40,155.38,152.12,153.87,3.26,132.17,2016,3.1953,498.62
1171,08/09/2016,498.62,498.64,-0.02,429.40,156.14,155.38,152.12,0.76,131.07,2016,3.2143,501.36
1172,09/09/2016,501.36,498.62,2.74,429.92,152.37,156.14,155.38,-3.77,132.49,2016,3.2735,499.16
1173,12/09/2016,499.16,501.36,-2.2,428.15,153.1,152.37,156.14,0.73,129.15,2016,3.2458,496.81
1174,13/09/2016,496.81,499.16,-2.35,428.65,150.41,153.1,152.37,-2.69,128.41,2016,3.3138,498.6
1175,14/09/2016,498.6,496.81,1.79,430.95,149.53,150.41,153.1,-0.88,130.35,2016,3.3426,499.14
1176,15/09/2016,499.14,498.6,0.54,434.65,152.13,149.53,150.41,2.6,133.16,2016,3.3024,502.93
1177,16/09/2016,502.93,499.14,3.79,435.55,153.49,152.13,149.53,1.36,133.11,2016,3.2622,500.98
1178,19/09/2016,500.98,502.93,-1.95,438.53,155.27,153.49,152.13,1.78,134.85,2016,3.2731,508.03
1179,20/09/2016,508.03,500.98,07.05,440.47,158.13,155.27,153.49,2.86,137.09,2016,3.2589,514.24
1180,21/09/2016,514.24,508.03,6.21,443.14,158.62,158.13,155.27,0.49,137.66,2016,3.2071,509.65
1181,22/09/2016,509.65,514.24,-4.59,447.13,158.65,158.62,158.13,0.03,138.13,2016,3.2208,510.68
1182,23/09/2016,510.68,509.65,01.03,444.14,153.36,158.65,158.62,-5.29,136.83,2016,3.245,496.42
1183,26/09/2016,496.42,510.68,-14.26,451.30,155.47,153.36,158.65,2.11,139.76,2016,3.2401,504.65
1184,27/09/2016,504.65,496.42,8.23,452.61,157.01,155.47,153.36,1.54,140.34,2016,3.2346,506.98
1185,28/09/2016,506.98,504.65,2.33,456.29,157.67,157.01,155.47,0.66,140.10,2016,3.2167,508.5
1186,29/09/2016,508.5,506.98,1.52,459.63,154.28,157.67,157.01,-3.39,141.38,2016,3.2595,502.48
1187,30/09/2016,502.48,508.5,-6.02,458.12,154.74,154.28,157.67,0.46,143.16,2016,3.2603,503.07
1188,03/10/2016,503.07,502.48,0.59,461.26,153.89,154.74,154.28,-0.85,141.71,2016,3.2105,492.44
1189,04/10/2016,492.44,503.07,-10.63,467.12,152.72,153.89,154.74,-1.17,145.02,2016,3.2578,497.11
1190,05/10/2016,497.11,492.44,4.67,468.37,154.22,152.72,153.89,1.5,145.28,2016,3.2202,496.75
1191,06/10/2016,496.75,497.11,-0.36,473.37,152.62,154.22,152.72,-1.6,147.24,2016,3.2298,492.05
1192,07/10/2016,492.05,496.75,-4.7,473.51,152.91,152.62,154.22,0.29,147.79,2016,3.2204,491.59
1193,10/10/2016,491.59,492.05,-0.46,483.24,157.78,152.91,152.62,4.87,151.11,2016,3.2065,505.54
1194,11/10/2016,505.54,491.59,13.95,487.93,157.53,157.78,152.91,-0.25,153.49,2016,3.1953,503.77
1195,13/10/2016,503.77,505.54,-1.77,495.10,156.9,157.53,157.78,-0.63,154.57,2016,3.178,498.77
1196,14/10/2016,498.77,503.77,-5,499.10,159.0,156.9,157.53,2.1,155.77,2016,3.2051,509.27
1197,17/10/2016,509.27,498.77,10.5,507.09,159.32,159,156.9,0.32,159.41,2016,3.2022,510.46
1198,18/10/2016,510.46,509.27,1.19,512.36,161.95,159.32,159,2.63,161.63,2016,3.1888,515.16
1199,19/10/2016,515.16,510.46,4.7,518.58,161.71,161.95,159.32,-0.24,165.26,2016,3.1697,512.61
1200,20/10/2016,512.61,515.16,-2.55,522.91,161.73,161.71,161.95,0.02,165.22,2016,3.1433,507.5
1201,21/10/2016,507.5,512.61,-5.11,526.07,161.02,161.73,161.71,-0.71,168.67,2016,3.1511,509.61
1202,24/10/2016,509.61,507.5,2.11,529.11,164.18,161.02,161.73,3.16,170.24,2016,3.1246,512.09
1203,25/10/2016,512.09,509.61,2.48,531.57,169.47,164.18,161.02,5.29,169.13,2016,3.1151,526.71
1204,26/10/2016,526.71,512.09,14.62,533.21,168.32,169.47,164.18,-1.15,169.11,2016,3.1409,529.03
1205,27/10/2016,529.03,526.71,2.32,534.57,169.77,168.32,169.47,1.45,167.21,2016,3.1701,535.27
1206,28/10/2016,535.27,529.03,6.24,538.93,169.03,169.77,168.32,-0.74,169.21,2016,3.2065,540.4
1207,31/10/2016,540.4,535.27,5.13,536.83,168.07,169.03,169.77,-0.96,165.69,2016,3.1893,535.3
1208,01/11/2016,535.3,540.4,-5.1,540.06,166.32,168.07,169.03,-1.75,166.89,2016,3.2367,538.88
1209,03/11/2016,538.88,535.3,3.58,546.37,169.2,166.32,168.07,2.88,169.68,2016,3.2425,547.52
1210,04/11/2016,547.52,538.88,8.64,546.33,176.14,169.2,166.32,6.94,170.46,2016,3.2337,567.17
1211,07/11/2016,567.17,547.52,19.65,544.51,180.26,176.14,169.2,4.12,171.66,2016,3.202,577.74
1212,08/11/2016,577.74,567.17,10.57,545.87,177.08,180.26,176.14,-3.18,169.84,2016,3.1695,561.69
1213,09/11/2016,561.69,577.74,-16.05,547.63,175.03,177.08,180.26,-2.05,162.84,2016,3.2172,562.56
1214,10/11/2016,562.56,561.69,0.87,550.63,167.29,175.03,177.08,-7.74,161.57,2016,3.3864,562.61
1215,11/11/2016,562.61,562.56,0.05,552.28,165.29,167.29,175.03,-2,160.50,2016,3.3915,563.29
1216,14/11/2016,563.29,562.61,0.68,550.89,163.69,165.29,167.29,-1.6,160.70,2016,3.4331,563.25
1217,16/11/2016,563.25,563.29,-0.04,549.11,164.74,163.69,165.29,01.05,160.61,2016,3.42,564.72
1218,17/11/2016,564.72,563.25,1.47,536.36,165.14,164.74,163.69,0.4,158.64,2016,3.4193,564.63
1219,18/11/2016,564.63,564.72,-0.09,519.53,167.8,165.14,164.74,2.66,154.99,2016,3.3835,567.32
1220,21/11/2016,567.32,564.63,2.69,511.54,165.89,167.8,165.14,-1.91,152.33,2016,3.3525,556.05
1221,22/11/2016,556.05,567.32,-11.27,484.56,166.76,165.89,167.8,0.87,142.98,2016,3.355,559.99
1222,23/11/2016,559.99,556.05,3.94,469.90,162.52,166.76,165.89,-4.24,138.65,2016,3.3945,550.79
1223,24/11/2016,550.79,559.99,-9.2,470.15,163.06,162.52,166.76,0.54,137.75,2016,3.3915,552.63
1224,25/11/2016,552.63,550.79,1.84,473.37,161.08,163.06,162.52,-1.98,139.93,2016,3.4223,549.78
1225,28/11/2016,549.78,552.63,-2.85,473.03,162.32,161.08,163.06,1.24,139.25,2016,3.3859,549.13
1226,29/11/2016,549.13,549.78,-0.65,477.34,158.88,162.32,161.08,-3.44,140.97,2016,3.399,539.71
1227,30/11/2016,539.71,549.13,-9.42,475.75,158.13,158.88,162.32,-0.75,137.06,2016,3.3842,535.43
1228,01/12/2016,535.43,539.71,-4.28,478.50,151.62,158.13,158.88,-6.51,138.13,2016,3.4718,526.27
1229,02/12/2016,526.27,535.43,-9.16,477.14,152.48,151.62,158.13,0.86,139.19,2016,3.4755,528.18
1230,05/12/2016,528.18,526.27,1.91,481.90,152.19,152.48,151.62,-0.29,141.44,2016,3.4215,521.71
1231,06/12/2016,521.71,528.18,-6.47,483.15,152.29,152.19,152.48,0.1,141.56,2016,3.408,518.86
1232,07/12/2016,518.86,521.71,-2.85,489.56,149.73,152.29,152.19,-2.56,144.67,2016,3.383,511.02
1233,08/12/2016,511.02,518.86,-7.84,489.13,151.15,149.73,152.29,1.42,145.27,2016,3.3755,511.5
1234,09/12/2016,511.5,511.02,0.48,491.06,148.72,151.15,149.73,-2.43,146.76,2016,3.3785,500.74
1235,12/12/2016,500.74,511.5,-10.76,490.47,148.76,148.72,151.15,0.04,147.55,2016,3.3388,497.76
1236,13/12/2016,497.76,500.74,-2.98,490.41,151.25,148.76,148.72,2.49,146.79,2016,3.3355,502.75
1237,14/12/2016,502.75,497.76,4.99,491.25,150.23,151.25,148.76,-1.02,145.64,2016,3.3705,501.93
1238,15/12/2016,501.93,502.75,-0.82,486.46,147.46,150.23,151.25,-2.77,143.46,2016,3.3695,497.37
1239,16/12/2016,497.37,501.93,-4.56,486.81,145.38,147.46,150.23,-2.08,144.37,2016,3.392,492.98
1240,19/12/2016,492.98,497.37,-4.39,486.78,148.11,145.38,147.46,2.73,145.44,2016,3.365,499.42
1241,20/12/2016,499.42,492.98,6.44,490.69,150.2,148.11,145.38,02.09,147.44,2016,3.3546,502.71
1242,21/12/2016,502.71,499.42,3.29,490.14,151.07,150.2,148.11,0.87,148.66,2016,3.327,502.75
1243,22/12/2016,502.75,502.71,0.04,491.01,150.06,151.07,150.2,-1.01,150.11,2016,3.2875,494.76
1244,23/12/2016,494.76,502.75,-7.99,493.15,149.87,150.06,151.07,-0.19,150.53,2016,3.271,490.23
1245,26/12/2016,490.23,494.76,-4.53,490.83,149.31,149.87,150.06,-0.56,149.83,2016,3.277,489.13
1246,27/12/2016,489.13,490.23,-1.1,492.44,146.35,149.31,149.87,-2.96,150.04,2016,3.2712,479.45
1247,28/12/2016,479.45,489.13,-9.68,493.13,147.05,146.35,149.31,0.7,151.78,2016,3.2845,482.62
1248,29/12/2016,482.62,479.45,3.17,490.67,149.48,147.05,146.35,2.43,149.37,2016,3.2547,485.67
1249,02/01/2017,485.67,482.62,03.05,491.84,146.6,149.48,147.05,-2.88,151.01,2017,3.2857,481.58
1250,03/01/2017,481.58,485.67,-4.09,493.44,145.01,146.6,149.48,-1.59,153.15,2017,3.2652,472.28
1251,04/01/2017,472.28,481.58,-9.3,493.55,152.62,145.01,146.6,7.61,154.33,2017,3.2163,491.74
1252,05/01/2017,491.74,472.28,19.46,498.66,156.78,152.62,145.01,4.16,154.77,2017,3.1991,501.39
1253,06/01/2017,501.39,491.74,9.65,499.12,156.86,156.78,152.62,0.08,156.22,2017,3.2241,505.41
1254,09/01/2017,505.41,501.39,04.02,499.57,157.87,156.86,156.78,01.01,156.41,2017,3.1969,504.4
1255,10/01/2017,504.4,505.41,-1.01,499.12,159.48,157.87,156.86,1.61,156.76,2017,3.1961,509.37
1256,11/01/2017,509.37,504.4,4.97,501.84,161.31,159.48,157.87,1.83,158.26,2017,3.1975,513.61
1257,12/01/2017,513.61,509.37,4.24,504.54,162.64,161.31,159.48,1.33,157.03,2017,3.1881,515.74
1258,13/01/2017,515.74,513.61,2.13,506.21,160.77,162.64,161.31,-1.87,156.43,2017,3.2213,516.55
1259,16/01/2017,516.55,515.74,0.81,508.29,159.17,160.77,162.64,-1.6,158.35,2017,3.2418,515.06
1260,17/01/2017,515.06,516.55,-1.49,508.32,161.74,159.17,160.77,2.57,157.91,2017,3.2115,519.18
1261,18/01/2017,519.18,515.06,4.12,507.04,161.37,161.74,159.17,-0.37,158.60,2017,3.2309,519.45
1262,19/01/2017,519.45,519.18,0.27,502.05,163.27,161.37,161.74,1.9,157.98,2017,3.1965,521.97
1263,20/01/2017,521.97,519.45,2.52,491.22,165.31,163.27,161.37,02.04,155.11,2017,3.169,525.37
1264,23/01/2017,525.37,521.97,3.4,491.06,167.48,165.31,163.27,2.17,154.96,2017,3.1633,530.42
1265,24/01/2017,530.42,525.37,05.05,489.14,166.63,167.48,165.31,-0.85,154.35,2017,3.1702,528.04
1266,25/01/2017,528.04,530.42,-2.38,481.84,168.31,166.63,167.48,1.68,151.57,2017,3.1702,533.36
1267,26/01/2017,533.36,528.04,5.32,482.07,167.28,168.31,166.63,-1.03,152.89,2017,3.178,531.8
1268,27/01/2017,531.8,533.36,-1.56,480.68,168.96,167.28,168.31,1.68,154.21,2017,3.141,532.73
1269,30/01/2017,532.73,531.8,0.93,474.08,168.08,168.96,167.28,-0.88,150.64,2017,3.127,523.9
1270,31/01/2017,523.9,532.73,-8.83,471.58,165.16,168.08,168.96,-2.92,149.76,2017,3.1509,519.75
1271,01/02/2017,519.75,523.9,-4.15,468.47,165.97,165.16,168.08,0.81,150.25,2017,3.1295,522.63
1272,02/02/2017,522.63,519.75,2.88,467.92,164.47,165.97,165.16,-1.5,150.26,2017,3.124,512.82
1273,03/02/2017,512.82,522.63,-9.81,464.70,165.21,164.47,165.97,0.74,148.75,2017,3.1176,514.46
1274,06/02/2017,514.46,512.82,1.64,459.73,162.58,165.21,164.47,-2.63,147.26,2017,3.116,507.9
1275,07/02/2017,507.9,514.46,-6.56,456.82,161.36,162.58,165.21,-1.22,146.60,2017,3.1205,503.76
1276,08/02/2017,503.76,507.9,-4.14,461.26,163.79,161.36,162.58,2.43,147.37,2017,3.1175,510.37
1277,09/02/2017,510.37,503.76,6.61,456.27,164.02,163.79,161.36,0.23,146.85,2017,3.1301,513.38
1278,10/02/2017,513.38,510.37,03.01,458.97,164.95,164.02,163.79,0.93,147.53,2017,3.1157,512.5
1279,13/02/2017,512.5,513.38,-0.88,454.60,163.91,164.95,164.02,-1.04,146.79,2017,3.1115,509.94
1280,14/02/2017,509.94,512.5,-2.56,443.61,163.2,163.91,164.95,-0.71,144.69,2017,3.085,505.42
1281,15/02/2017,505.42,509.94,-4.52,439.16,163.18,163.2,163.91,-0.02,142.72,2017,3.0575,500.32
1282,16/02/2017,500.32,505.42,-5.1,433.51,162.92,163.18,163.2,-0.26,140.20,2017,3.0892,501.31
1283,17/02/2017,501.31,500.32,0.99,430.73,162.82,162.92,163.18,-0.1,139.62,2017,3.1048,503.45
1284,20/02/2017,503.45,501.31,2.14,431.62,162.54,162.82,162.92,-0.28,139.77,2017,3.087,501.43
1285,21/02/2017,501.43,503.45,-2.02,432.12,165.35,162.54,162.82,2.81,140.80,2017,3.0951,510.59
1286,22/02/2017,510.59,501.43,9.16,433.71,166.4,165.35,162.54,01.05,141.74,2017,3.064,510.67
1287,23/02/2017,510.67,510.59,0.08,434.06,166.7,166.4,165.35,0.3,139.57,2017,3.0595,510.09
1288,24/02/2017,510.09,510.67,-0.58,429.62,162.29,166.7,166.4,-4.41,138.86,2017,3.111,504.73
1289,01/03/2017,504.73,510.09,-5.36,433.12,159.22,162.29,166.7,-3.07,137.63,2017,03.09,492.64
1290,02/03/2017,492.64,504.73,-12.09,434.05,156.38,159.22,162.29,-2.84,139.34,2017,3.1565,492.11
1291,03/03/2017,492.11,492.64,-0.53,437.60,158.05,156.38,159.22,1.67,140.03,2017,3.1158,492.31
1292,06/03/2017,492.31,492.11,0.2,438.77,156.83,158.05,156.38,-1.22,140.86,2017,3.1386,490.09
1293,07/03/2017,490.09,492.31,-2.22,441.42,156.92,156.83,158.05,0.09,139.65,2017,3.1195,488.8
1294,08/03/2017,488.8,490.09,-1.29,441.52,155.88,156.92,156.83,-1.04,138.28,2017,3.1631,492.72
1295,09/03/2017,492.72,488.8,3.92,443.49,153.78,155.88,156.92,-2.1,141.24,2017,3.1932,491.02
1296,10/03/2017,491.02,492.72,-1.7,446.26,156.61,153.78,155.88,2.83,141.58,2017,3.1395,491.75
1297,13/03/2017,491.75,491.02,0.73,447.32,155.78,156.61,153.78,-0.83,140.84,2017,3.153,491.01
1298,14/03/2017,491.01,491.75,-0.74,447.93,154.46,155.78,156.61,-1.32,143.84,2017,3.1685,490.58
1299,15/03/2017,490.58,491.01,-0.43,450.96,156.92,154.46,155.78,2.46,144.58,2017,3.1037,488.66
1300,16/03/2017,488.66,490.58,-1.92,451.68,156.6,156.92,154.46,-0.32,145.75,2017,3.1185,488.43
1301,17/03/2017,488.43,488.66,-0.23,452.78,157.7,156.6,156.92,1.1,147.53,2017,3.0918,488.7
1302,20/03/2017,488.7,488.43,0.27,450.60,159.64,157.7,156.6,1.94,146.11,2017,3.0726,489.94
1303,21/03/2017,489.94,488.7,1.24,453.23,159.03,159.64,157.7,-0.61,146.44,2017,3.0884,490.45
1304,22/03/2017,490.45,489.94,0.51,453.69,156.47,159.03,159.64,-2.56,144.67,2017,3.088,484.29
1305,23/03/2017,484.29,490.45,-6.16,454.10,153.71,156.47,159.03,-2.76,146.15,2017,3.1395,482.03
1306,24/03/2017,482.03,484.29,-2.26,450.96,152.18,153.71,156.47,-1.53,144.03,2017,3.1086,472.83
1307,27/03/2017,472.83,482.03,-9.2,448.24,151.59,152.18,153.71,-0.59,142.71,2017,3.1265,474.63
1308,28/03/2017,474.63,472.83,1.8,447.33,152.06,151.59,152.18,0.47,143.47,2017,3.1412,477.62
1309,29/03/2017,477.62,474.63,2.99,441.43,152.37,152.06,151.59,0.31,140.72,2017,3.1199,475.1
1310,30/03/2017,475.1,477.62,-2.52,438.37,151.43,152.37,152.06,-0.94,140.19,2017,3.1496,475.04
1311,31/03/2017,475.04,475.1,-0.06,436.89,152.02,151.43,152.37,0.59,140.39,2017,3.1233,475.36
1312,03/04/2017,475.36,475.04,0.32,432.12,152.99,152.02,151.43,0.97,139.48,2017,3.1147,476.12
1313,04/04/2017,476.12,475.36,0.76,426.71,153.12,152.99,152.02,0.13,137.47,2017,3.0939,474.36
1314,05/04/2017,474.36,476.12,-1.76,423.13,151.84,153.12,152.99,-1.28,134.54,2017,3.1203,471.31
1315,06/04/2017,471.31,474.36,-3.05,418.44,150.52,151.84,153.12,-1.32,132.67,2017,3.1427,473.39
1316,07/04/2017,473.39,471.31,02.08,417.13,150.1,150.52,151.84,-0.42,133.06,2017,3.1462,473.4
1317,10/04/2017,473.4,473.39,0.01,415.05,150.63,150.1,150.52,0.53,131.76,2017,3.132,472.21
1318,11/04/2017,472.21,473.4,-1.19,413.39,150.43,150.63,150.1,-0.2,131.32,2017,3.1372,473.86
1319,12/04/2017,473.86,472.21,1.65,414.64,150.65,150.43,150.63,0.22,131.84,2017,3.1258,474.25
1320,13/04/2017,474.25,473.86,0.39,411.45,150.48,150.65,150.43,-0.17,132.60,2017,3.1444,473.27
1321,17/04/2017,473.27,474.25,-0.98,407.82,152.94,150.48,150.65,2.46,130.71,2017,3.0985,474.58
1322,18/04/2017,474.58,473.27,1.31,410.89,153.6,152.94,150.48,0.66,130.86,2017,3.108,479.24
1323,19/04/2017,479.24,474.58,4.66,409.64,149.16,153.6,152.94,-4.44,129.84,2017,3.1522,468.37
1324,20/04/2017,468.37,479.24,-10.87,394.42,146.34,149.16,153.6,-2.82,125.93,2017,3.1486,461.71
1325,24/04/2017,461.71,468.37,-6.66,390.11,145.35,146.34,149.16,-0.99,123.76,2017,3.128,455.23
1326,25/04/2017,455.23,461.71,-6.48,392.98,143.52,145.35,146.34,-1.83,123.77,2017,3.1471,452.38
1327,26/04/2017,452.38,455.23,-2.85,397.83,142.97,143.52,145.35,-0.55,125.30,2017,3.1723,453.92
1328,27/04/2017,453.92,452.38,1.54,391.10,142.38,142.97,143.52,-0.59,123.26,2017,3.1835,452.04
1329,28/04/2017,452.04,453.92,-1.88,398.41,144.24,142.38,142.97,1.86,126.32,2017,3.1766,457.68
1330,02/05/2017,457.68,452.04,5.64,395.77,145.02,144.24,142.38,0.78,125.40,2017,3.1517,457.39
1331,03/05/2017,457.39,457.68,-0.29,400.09,145.78,145.02,144.24,0.76,125.62,2017,3.1652,460.07
1332,04/05/2017,460.07,457.39,2.68,399.10,143.05,145.78,145.02,-2.73,125.74,2017,3.1885,455.62
1333,05/05/2017,455.62,460.07,-4.45,404.65,144.75,143.05,145.78,1.7,126.57,2017,3.1774,459.44
1334,08/05/2017,459.44,455.62,3.82,407.11,144.53,144.75,143.05,-0.22,127.90,2017,3.198,462.07
1335,09/05/2017,462.07,459.44,2.63,403.21,142.67,144.53,144.75,-1.86,127.40,2017,3.1902,454.11
1336,10/05/2017,454.11,462.07,-7.96,406.22,144.83,142.67,144.53,2.16,128.88,2017,3.1678,458.39
1337,11/05/2017,458.39,454.11,4.28,406.90,144.09,144.83,142.67,-0.74,130.17,2017,3.1403,454.18
1338,12/05/2017,454.18,458.39,-4.21,407.34,145.87,144.09,144.83,1.78,131.06,2017,3.1218,456.0
1339,15/05/2017,456,454.18,1.82,404.98,145.41,145.87,144.09,-0.46,130.72,2017,3.1113,451.94
1340,16/05/2017,451.94,456,-4.06,405.87,143.46,145.41,145.87,-1.95,130.04,2017,3.0964,444.43
1341,17/05/2017,444.43,451.94,-7.51,409.14,143.72,143.46,145.41,0.26,120.98,2017,3.138,448.55
1342,18/05/2017,448.55,444.43,4.12,412.08,135.48,143.72,143.46,-8.24,126.40,2017,3.371,458.21
1343,19/05/2017,458.21,448.55,9.66,413.65,140.47,135.48,143.72,4.99,126.15,2017,3.2529,457.95
1344,22/05/2017,457.95,458.21,-0.26,410.06,138.72,140.47,135.48,-1.75,125.67,2017,3.2656,454.86
1345,23/05/2017,454.86,457.95,-3.09,411.56,139.06,138.72,140.47,0.34,125.51,2017,3.2705,453.75
1346,24/05/2017,453.75,454.86,-1.11,413.79,138.18,139.06,138.72,-0.88,125.81,2017,3.2784,453.09
1347,25/05/2017,453.09,453.75,-0.66,419.18,138.94,138.18,139.06,0.76,128.31,2017,3.2736,456.99
1348,26/05/2017,456.99,453.09,3.9,418.19,140.48,138.94,138.18,1.54,127.89,2017,3.2601,458.95
1349,29/05/2017,458.95,456.99,1.96,421.34,139.94,140.48,138.94,-0.54,129.16,2017,3.2567,457.6
1350,30/05/2017,457.6,458.95,-1.35,425.32,140.57,139.94,140.48,0.63,131.39,2017,3.2577,458.54
1351,31/05/2017,458.54,457.6,0.94,424.96,139.95,140.57,139.94,-0.62,130.84,2017,3.2266,453.01
1352,01/06/2017,453.01,458.54,-5.53,427.74,138.93,139.95,140.57,-1.02,131.57,2017,3.2506,451.23
1353,02/06/2017,451.23,453.01,-1.78,427.55,137.51,138.93,139.95,-1.42,130.03,2017,3.2483,447.03
1354,05/06/2017,447.03,451.23,-4.2,428.64,138.65,137.51,138.93,1.14,130.72,2017,3.2969,455.87
1355,06/06/2017,455.87,447.03,8.84,425.97,137.43,138.65,137.51,-1.22,129.99,2017,3.2778,450.62
1356,07/06/2017,450.62,455.87,-5.25,426.54,136.63,137.43,138.65,-0.8,130.72,2017,3.2695,447.75
1357,08/06/2017,447.75,450.62,-2.87,419.56,138.34,136.63,137.43,1.71,127.84,2017,3.2617,451.41
1358,09/06/2017,451.41,447.75,3.66,422.09,137.88,138.34,136.63,-0.46,127.40,2017,3.2971,452.53
1359,12/06/2017,452.53,451.41,1.12,418.55,137.41,137.88,138.34,-0.47,126.64,2017,3.3181,455.24
1360,13/06/2017,455.24,452.53,2.71,416.64,136.47,137.41,137.88,-0.94,126.68,2017,3.3154,451.04
1361,14/06/2017,451.04,455.24,-4.2,415.18,136.9,136.47,137.41,0.43,126.27,2017,3.2742,450.27
1362,16/06/2017,450.27,451.04,-0.77,417.46,135.77,136.9,136.47,-1.13,126.93,2017,3.2933,446.42
1363,19/06/2017,446.42,450.27,-3.85,409.97,136.09,135.77,136.9,0.32,122.97,2017,3.2828,447.6
1364,20/06/2017,447.6,446.42,1.18,407.64,133.59,136.09,135.77,-2.5,122.41,2017,3.327,445.37
1365,21/06/2017,445.37,447.6,-2.23,399.87,132.03,133.59,136.09,-1.56,120.01,2017,3.3363,439.65
1366,22/06/2017,439.65,445.37,-5.72,401.27,127.36,132.03,133.59,-4.67,120.18,2017,3.3425,424.37
1367,23/06/2017,424.37,439.65,-15.28,402.48,130.5,127.36,132.03,3.14,121.93,2017,3.343,435.75
1368,26/06/2017,435.75,424.37,11.38,402.64,133.1,130.5,127.36,2.6,121.35,2017,3.2963,439.36
1369,27/06/2017,439.36,435.75,3.61,402.92,133.06,133.1,130.5,-0.04,122.65,2017,3.3135,441.5
1370,28/06/2017,441.5,439.36,2.14,409.36,134.1,133.06,133.1,01.04,123.93,2017,3.2805,440.51
1371,29/06/2017,440.51,441.5,-0.99,407.17,134.27,134.1,133.06,0.17,122.94,2017,3.3043,443.49
1372,30/06/2017,443.49,440.51,2.98,411.78,134.62,134.27,134.1,0.35,124.78,2017,3.3072,445.86
1373,03/07/2017,445.86,443.49,2.37,415.45,135.87,134.62,134.27,1.25,125.59,2017,3.3015,448.38
1374,04/07/2017,448.38,445.86,2.52,412.74,134.77,135.87,134.62,-1.1,125.30,2017,3.3093,445.81
