,data,preco_anterior_br,preco_2_anterior_br,var_preco_anterior_2_anterior_br,preco_robusta_br,preco_eua,preco_anterior_eua,preco_2_anterior_eua,var_preco_anterior_2_anterior_eua,preco_robusta_eua,ano,dolar,preco_br
4,06/01/2012,476.49,481.49,-5,297.48,259.93,259.25,263.25,0.68,160.45,2012,1.8579,481.91
5,09/01/2012,481.91,476.49,5.42,298.70,265.73,259.93,259.25,5.8,162.51,2012,1.8329,488.41
6,10/01/2012,488.41,481.91,6.5,297.90,272.6,265.73,259.93,6.87,165.23,2012,1.7995,491.5
7,11/01/2012,491.5,488.41,03.09,300.00,280.2,272.6,265.73,7.6,166.57,2012,1.803,504.65
8,12/01/2012,504.65,491.5,13.15,300.62,281.08,280.2,272.6,0.88,168.41,2012,1.778,501.74
9,13/01/2012,501.74,504.65,-2.91,298.82,274.59,281.08,280.2,-6.49,166.66,2012,1.7849,492.34
10,16/01/2012,492.34,501.74,-9.4,300.26,273.15,274.59,281.08,-1.44,168.21,2012,1.7859,487.57
11,17/01/2012,487.57,492.34,-4.77,300.01,273.3,273.15,274.59,0.15,168.83,2012,1.788,485.66
12,18/01/2012,485.66,487.57,-1.91,301.61,279.0,273.3,273.15,5.7,170.88,2012,1.7649,492.43
13,19/01/2012,492.43,485.66,6.77,300.70,279.74,279,273.3,0.74,170.18,2012,1.7655,494.29
14,20/01/2012,494.29,492.43,1.86,302.40,280.97,279.74,279,1.23,171.92,2012,1.7548,494.23
15,23/01/2012,494.23,494.29,-0.06,300.42,275.57,280.97,279.74,-5.4,171.77,2012,1.7552,481.96
16,24/01/2012,481.96,494.23,-12.27,299.21,274.48,275.57,280.97,-1.09,170.49,2012,1.7585,481.72
17,25/01/2012,481.72,481.96,-0.24,297.71,273.65,274.48,275.57,-0.83,169.15,2012,1.7605,481.63
18,26/01/2012,481.63,481.72,-0.09,292.90,275.44,273.65,274.48,1.79,168.14,2012,1.7505,479.82
19,27/01/2012,479.82,481.63,-1.81,284.52,271.47,275.44,273.65,-3.97,163.33,2012,1.7374,472.9
20,30/01/2012,472.9,479.82,-6.92,283.39,269.39,271.47,275.44,-2.08,162.03,2012,1.75,471.16
21,31/01/2012,471.16,472.9,-1.74,278.73,268.79,269.39,271.47,-0.6,159.73,2012,1.7472,469.04
22,01/02/2012,469.04,471.16,-2.12,264.74,266.9,268.79,269.39,-1.89,152.76,2012,1.7342,462.54
23,02/02/2012,462.54,469.04,-6.5,262.84,268.37,266.9,268.79,1.47,152.64,2012,1.7195,462.13
24,03/02/2012,462.13,462.54,-0.41,264.90,269.88,268.37,266.9,1.51,154.28,2012,1.7161,463.39
25,06/02/2012,463.39,462.13,1.26,263.74,266.08,269.88,268.37,-3.8,152.72,2012,1.7266,459.52
26,07/02/2012,459.52,463.39,-3.87,268.19,268.89,266.08,269.88,2.81,155.56,2012,1.726,463.56
27,08/02/2012,463.56,459.52,04.04,267.01,269.78,268.89,266.08,0.89,155.24,2012,1.7214,464.01
28,09/02/2012,464.01,463.56,0.45,269.12,272.89,269.78,268.89,3.11,156.65,2012,1.7163,468.82
29,10/02/2012,468.82,464.01,4.81,269.16,270.28,272.89,269.78,-2.61,156.03,2012,1.7208,466.24
30,13/02/2012,466.24,468.82,-2.58,268.74,268.23,270.28,272.89,-2.05,156.61,2012,1.7165,460.29
31,14/02/2012,460.29,466.24,-5.95,271.65,262.13,268.23,270.28,-6.1,157.94,2012,1.7211,450.86
32,15/02/2012,450.86,460.29,-9.43,274.31,247.98,262.13,268.23,-14.15,159.12,2012,1.7289,427.51
33,16/02/2012,427.51,450.86,-23.35,275.40,242.5,247.98,262.13,-5.48,160.02,2012,1.7165,417.33
34,17/02/2012,417.33,427.51,-10.18,275.73,244.73,242.5,247.98,2.23,160.96,2012,1.715,419.23
35,22/02/2012,419.23,417.33,1.9,273.98,242.11,244.73,242.5,-2.62,160.60,2012,1.7064,413.03
36,23/02/2012,413.03,419.23,-6.2,274.03,244.59,242.11,244.73,2.48,160.16,2012,1.7137,418.49
37,24/02/2012,418.49,413.03,5.46,274.91,246.11,244.59,242.11,1.52,161.14,2012,1.7094,419.86
38,27/02/2012,419.86,418.49,1.37,273.91,243.86,246.11,244.59,-2.25,160.37,2012,1.7077,416.51
39,28/02/2012,416.51,419.86,-3.35,274.82,245.59,243.86,246.11,1.73,161.47,2012,1.695,417.99
40,29/02/2012,417.99,416.51,1.48,275.06,241.03,245.59,243.86,-4.56,160.29,2012,1.7174,413.6
41,01/03/2012,413.6,417.99,-4.39,275.82,243.92,241.03,245.59,2.89,161.11,2012,1.7138,417.6
42,02/03/2012,417.6,413.6,4,276.96,238.08,243.92,241.03,-5.84,159.81,2012,1.7311,412.59
43,05/03/2012,412.59,417.6,-5.01,276.00,238.28,238.08,243.92,0.2,158.99,2012,1.7394,413.66
44,06/03/2012,413.66,412.59,01.07,276.13,224.61,238.28,238.08,-13.67,156.89,2012,1.7584,395.32
45,07/03/2012,395.32,413.66,-18.34,273.13,222.23,224.61,238.28,-2.38,154.57,2012,1.7665,392.68
46,08/03/2012,392.68,395.32,-2.64,269.73,222.13,222.23,224.61,-0.1,152.39,2012,1.7612,393.17
47,09/03/2012,393.17,392.68,0.49,269.37,216.56,222.13,222.23,-5.57,150.99,2012,1.7914,386.34
48,12/03/2012,386.34,393.17,-6.83,263.99,212.28,216.56,222.13,-4.28,146.25,2012,1.7995,383.17
49,13/03/2012,383.17,386.34,-3.17,260.04,216.04,212.28,216.56,3.76,144.47,2012,1.7926,388.86
50,14/03/2012,388.86,383.17,5.69,254.02,214.01,216.04,212.28,-2.03,140.42,2012,1.8054,387.15
51,15/03/2012,387.15,388.86,-1.71,249.21,214.76,214.01,216.04,0.75,138.14,2012,1.7991,387.43
52,16/03/2012,387.43,387.15,0.28,249.16,212.31,214.76,214.01,-2.45,138.27,2012,1.8003,382.59
53,19/03/2012,382.59,387.43,-4.84,246.30,212.15,212.31,214.76,-0.16,136.53,2012,1.8215,382.73
54,20/03/2012,382.73,382.59,0.14,244.34,209.61,212.15,212.31,-2.54,134.18,2012,1.8144,381.69
55,21/03/2012,381.69,382.73,-1.04,245.67,213.01,209.61,212.15,3.4,135.06,2012,1.8226,387.47
56,22/03/2012,387.47,381.69,5.78,245.06,203.08,213.01,209.61,-9.93,134.35,2012,1.8199,370.42
57,23/03/2012,370.42,387.47,-17.05,243.26,204.74,203.08,213.01,1.66,134.40,2012,1.8106,370.58
58,26/03/2012,370.58,370.42,0.16,239.92,205.71,204.74,203.08,0.97,132.19,2012,1.8175,373.36
59,27/03/2012,373.36,370.58,2.78,239.76,212.84,205.71,204.74,7.13,132.25,2012,1.8219,385.88
60,28/03/2012,385.88,373.36,12.52,240.16,207.43,212.84,205.71,-5.41,131.38,2012,1.823,379.18
61,29/03/2012,379.18,385.88,-6.7,238.61,203.7,207.43,212.84,-3.73,130.67,2012,1.8224,371.96
62,30/03/2012,371.96,379.18,-7.22,239.76,209.0,203.7,207.43,5.3,131.23,2012,1.8264,381.84
63,02/04/2012,381.84,371.96,9.88,244.39,210.83,209,203.7,1.83,133.33,2012,1.8329,386.44
64,03/04/2012,386.44,381.84,4.6,242.21,209.23,210.83,209,-1.6,132.21,2012,1.8255,383.3
65,04/04/2012,383.3,386.44,-3.14,243.98,211.41,209.23,210.83,2.18,133.54,2012,1.8263,386.25
66,05/04/2012,386.25,383.3,2.95,245.90,209.51,211.41,209.23,-1.9,134.67,2012,1.8214,382.57
67,09/04/2012,382.57,386.25,-3.68,245.03,206.45,209.51,211.41,-3.06,134.63,2012,1.8173,375.75
68,10/04/2012,375.75,382.57,-6.82,246.25,205.32,206.45,209.51,-1.13,134.49,2012,1.8337,375.94
69,11/04/2012,375.94,375.75,0.19,248.45,207.02,205.32,206.45,1.7,135.47,2012,1.8358,379.67
70,12/04/2012,379.67,375.94,3.73,249.42,207.41,207.02,205.32,0.39,136.52,2012,1.8272,378.94
71,13/04/2012,378.94,379.67,-0.73,248.45,206.7,207.41,207.02,-0.71,135.18,2012,1.8372,379.92
72,16/04/2012,379.92,378.94,0.98,249.25,202.74,206.7,207.41,-3.96,135.39,2012,1.8478,373.24
73,17/04/2012,373.24,379.92,-6.68,248.75,199.59,202.74,206.7,-3.15,134.17,2012,1.8612,370.05
74,18/04/2012,370.05,373.24,-3.19,250.75,198.54,199.59,202.74,-1.05,133.59,2012,1.879,372.66
75,19/04/2012,372.66,370.05,2.61,247.98,199.88,198.54,199.59,1.34,131.48,2012,1.8806,376.98
76,20/04/2012,376.98,372.66,4.32,250.45,203.3,199.88,198.54,3.42,133.72,2012,1.8724,380.78
77,23/04/2012,380.78,376.98,3.8,251.45,202.05,203.3,199.88,-1.25,133.68,2012,1.8802,380.05
78,24/04/2012,380.05,380.78,-0.73,253.74,206.69,202.05,203.3,4.64,134.76,2012,1.8821,389.2
79,25/04/2012,389.2,380.05,9.15,253.97,201.13,206.69,202.05,-5.56,134.87,2012,1.8788,378.73
80,26/04/2012,378.73,389.2,-10.47,250.90,200.1,201.13,206.69,-1.03,133.10,2012,1.8855,377.2
81,27/04/2012,377.2,378.73,-1.53,252.38,201.28,200.1,201.13,1.18,133.82,2012,1.8861,379.61
82,30/04/2012,379.61,377.2,2.41,249.50,201.16,201.28,200.1,-0.12,130.90,2012,1.9088,383.41
83,02/05/2012,383.41,379.61,3.8,250.85,201.9,201.16,201.28,0.74,130.58,2012,1.9243,387.85
84,03/05/2012,387.85,383.41,4.44,249.85,195.53,201.9,201.16,-6.37,130.47,2012,1.9085,374.43
85,04/05/2012,374.43,387.85,-13.42,250.75,195.42,195.53,201.9,-0.11,130.60,2012,1.9275,375.21
86,07/05/2012,375.21,374.43,0.78,249.57,197.26,195.42,195.53,1.84,129.92,2012,1.9194,378.93
87,08/05/2012,378.93,375.21,3.72,250.55,196.41,197.26,195.42,-0.85,129.35,2012,1.9397,380.45
88,09/05/2012,380.45,378.93,1.52,250.38,194.1,196.41,197.26,-2.31,127.61,2012,1.9715,380.83
89,10/05/2012,380.83,380.45,0.38,252.53,200.58,194.1,196.41,6.48,129.70,2012,1.9529,390.53
90,11/05/2012,390.53,380.83,9.7,251.42,197.21,200.58,194.1,-3.37,128.80,2012,1.966,384.95
91,14/05/2012,384.95,390.53,-5.58,251.64,195.65,197.21,200.58,-1.56,126.64,2012,1.9951,388.76
92,15/05/2012,388.76,384.95,3.81,250.21,194.15,195.65,197.21,-1.5,125.10,2012,2.2017,388.3
93,16/05/2012,388.3,388.76,-0.46,253.19,194.91,194.15,195.65,0.76,126.53,2012,2.2005,390.01
94,17/05/2012,390.01,388.3,1.71,252.55,194.13,194.91,194.15,-0.78,126.34,2012,2.1992,388.07
95,18/05/2012,388.07,390.01,-1.94,254.65,194.83,194.13,194.91,0.7,126.06,2012,2.0237,393.56
96,21/05/2012,393.56,388.07,5.49,255.86,190.68,194.83,194.13,-4.15,125.30,2012,2.0417,389.37
97,22/05/2012,389.37,393.56,-4.19,255.76,187.71,190.68,194.83,-2.97,122.90,2012,2.0907,390.62
98,23/05/2012,390.62,389.37,1.25,257.69,184.4,187.71,190.68,-3.31,126.13,2012,2.0309,376.73
99,24/05/2012,376.73,390.62,-13.89,258.85,186.23,184.4,187.71,1.83,127.14,2012,2.0282,379.17
100,25/05/2012,379.17,376.73,2.44,261.64,190.28,186.23,184.4,04.05,130.95,2012,1.9846,380.18
101,28/05/2012,380.18,379.17,01.01,259.94,192.36,190.28,186.23,02.08,131.15,2012,1.9832,381.25
102,29/05/2012,381.25,380.18,01.07,259.34,189.26,192.36,190.28,-3.1,130.52,2012,1.9895,376.05
103,30/05/2012,376.05,381.25,-5.2,254.22,186.71,189.26,192.36,-2.55,126.04,2012,2.016,376.59
104,31/05/2012,376.59,376.05,0.54,250.98,181.64,186.71,189.26,-5.07,124.43,2012,2.0226,366.37
105,01/06/2012,366.37,376.59,-10.22,244.78,179.9,181.64,186.71,-1.74,119.64,2012,02.04,368.07
106,04/06/2012,368.07,366.37,1.7,245.77,177.12,179.9,181.64,-2.78,119.83,2012,2.056,363.28
107,05/06/2012,363.28,368.07,-4.79,247.55,177.25,177.12,179.9,0.13,122.43,2012,2.0248,358.4
108,06/06/2012,358.4,363.28,-4.88,250.50,174.1,177.25,177.12,-3.15,123.46,2012,2.0328,353.26
109,08/06/2012,353.26,358.4,-5.14,244.77,175.84,174.1,177.25,1.74,120.88,2012,2.0213,356.08
110,11/06/2012,356.08,353.26,2.82,246.50,172.83,175.84,174.1,-3.01,120.24,2012,2.0652,354.31
111,12/06/2012,354.31,356.08,-1.77,248.68,170.26,172.83,175.84,-2.57,120.54,2012,2.0684,351.24
112,13/06/2012,351.24,354.31,-3.07,253.18,170.91,170.26,172.83,0.65,122.19,2012,2.0719,354.12
113,14/06/2012,354.12,351.24,2.88,252.17,169.39,170.91,170.26,-1.52,122.59,2012,2.0569,348.43
114,15/06/2012,348.43,354.12,-5.69,255.01,171.64,169.39,170.91,2.25,124.95,2012,2.0484,350.31
115,18/06/2012,350.31,348.43,1.88,253.05,170.17,171.64,169.39,-1.47,122.90,2012,2.0641,350.37
116,19/06/2012,350.37,350.31,0.06,253.02,177.4,170.17,171.64,7.23,124.64,2012,2.0279,360.12
117,20/06/2012,360.12,350.37,9.75,254.84,171.75,177.4,170.17,-5.65,125.23,2012,2.0256,349.51
118,21/06/2012,349.51,360.12,-10.61,254.84,176.74,171.75,177.4,4.99,124.13,2012,2.0631,362.85
119,22/06/2012,362.85,349.51,13.34,254.56,172.47,176.74,171.75,-4.27,123.28,2012,2.0675,356.14
120,25/06/2012,356.14,362.85,-6.71,253.92,175.08,172.47,176.74,2.61,122.90,2012,2.0613,361.71
121,26/06/2012,361.71,356.14,5.57,257.53,180.53,175.08,172.47,5.45,124.17,2012,2.0724,374.42
122,27/06/2012,374.42,361.71,12.71,258.43,179.37,180.53,175.08,-1.16,124.07,2012,2.0764,373.63
123,28/06/2012,373.63,374.42,-0.79,258.13,181.07,179.37,180.53,1.7,123.92,2012,2.0765,377.17
124,29/06/2012,377.17,373.63,3.54,261.66,190.41,181.07,179.37,9.34,130.18,2012,2.1995,382.73
125,02/07/2012,382.73,377.17,5.56,261.90,195.71,190.41,181.07,5.3,131.67,2012,1.9849,389.27
126,03/07/2012,389.27,382.73,6.54,262.51,198.33,195.71,190.41,2.62,130.28,2012,2.0156,399.63
127,04/07/2012,399.63,389.27,10.36,265.42,196.93,198.33,195.71,-1.4,130.69,2012,2.0279,399.96
128,05/07/2012,399.96,399.63,0.33,265.75,198.83,196.93,198.33,1.9,131.11,2012,2.0194,403.02
129,06/07/2012,403.02,399.96,03.06,265.59,195.43,198.83,196.93,-3.4,130.77,2012,2.0281,396.91
130,09/07/2012,396.91,403.02,-6.11,266.03,200.61,195.43,198.83,5.18,130.98,2012,2.0323,407.44
131,10/07/2012,407.44,396.91,10.53,266.88,199.84,200.61,195.43,-0.77,130.82,2012,2.0333,407.67
132,11/07/2012,407.67,407.44,0.23,268.50,204.6,199.84,200.61,4.76,131.88,2012,2.0345,416.57
133,12/07/2012,416.57,407.67,8.9,270.05,202.29,204.6,199.84,-2.31,132.51,2012,2.0373,412.26
134,13/07/2012,412.26,416.57,-4.31,268.50,205.68,202.29,204.6,3.39,131.81,2012,2.037,418.98
135,16/07/2012,418.98,412.26,6.72,270.21,203.03,205.68,202.29,-2.65,132.71,2012,2.0347,413.38
136,17/07/2012,413.38,418.98,-5.6,274.25,203.66,203.03,205.68,0.63,135.30,2012,2.022,412.81
137,18/07/2012,412.81,413.38,-0.57,276.28,202.39,203.66,203.03,-1.27,136.50,2012,2.0227,409.63
138,19/07/2012,409.63,412.81,-3.18,282.01,209.04,202.39,203.66,6.65,139.89,2012,2.0125,421.42
139,20/07/2012,421.42,409.63,11.79,283.74,206.91,209.04,202.39,-2.13,140.12,2012,2.0236,418.99
140,23/07/2012,418.99,421.42,-2.43,284.99,205.11,206.91,209.04,-1.8,139.77,2012,2.0389,418.21
141,24/07/2012,418.21,418.99,-0.78,283.91,196.42,205.11,206.91,-8.69,138.76,2012,2.0477,401.88
142,25/07/2012,401.88,418.21,-16.33,284.74,200.03,196.42,205.11,3.61,139.85,2012,2.0331,407.26
143,26/07/2012,407.26,401.88,5.38,285.45,199.81,200.03,196.42,-0.22,141.10,2012,2.0213,404.22
144,27/07/2012,404.22,407.26,-3.04,288.23,198.94,199.81,200.03,-0.87,142.41,2012,2.0212,402.65
145,30/07/2012,402.65,404.22,-1.57,289.37,201.51,198.94,199.81,2.57,141.85,2012,2.0405,411.08
146,31/07/2012,411.08,402.65,8.43,290.01,197.35,201.51,198.94,-4.16,141.67,2012,2.0567,403.97
147,01/08/2012,403.97,411.08,-7.11,292.23,197.1,197.35,201.51,-0.25,143.04,2012,2.0443,402.68
148,02/08/2012,402.68,403.97,-1.29,287.34,194.3,197.1,197.35,-2.8,140.16,2012,2.0497,398.31
149,03/08/2012,398.31,402.68,-4.37,284.74,199.08,194.3,197.1,4.78,140.40,2012,2.0282,403.74
150,06/08/2012,403.74,398.31,5.43,283.38,198.31,199.08,194.3,-0.77,139.73,2012,2.0312,402.18
151,07/08/2012,402.18,403.74,-1.56,284.74,195.69,198.31,199.08,-2.62,140.40,2012,2.0285,396.85
152,08/08/2012,396.85,402.18,-5.33,279.24,194.22,195.69,198.31,-1.47,138.10,2012,2.0205,392.72
153,09/08/2012,392.72,396.85,-4.13,278.65,190.97,194.22,195.69,-3.25,138.15,2012,2.013,385.18
154,10/08/2012,385.18,392.72,-7.54,275.95,185.66,190.97,194.22,-5.31,136.88,2012,2.0149,374.3
155,13/08/2012,374.3,385.18,-10.88,275.50,186.6,185.66,190.97,0.94,136.25,2012,2.0204,377.3
156,14/08/2012,377.3,374.3,3,269.48,185.63,186.6,185.66,-0.97,132.95,2012,2.0266,376.27
157,15/08/2012,376.27,377.3,-1.03,268.45,182.15,185.63,186.6,-3.48,132.76,2012,2.0225,368.3
158,16/08/2012,368.3,376.27,-7.97,267.59,179.69,182.15,185.63,-2.46,132.54,2012,2.0168,362.79
159,17/08/2012,362.79,368.3,-5.51,267.76,180.5,179.69,182.15,0.81,132.88,2012,2.0155,363.71
160,20/08/2012,363.71,362.79,0.92,271.21,182.39,180.5,179.69,1.89,134.39,2012,2.0168,368.05
161,21/08/2012,368.05,363.71,4.34,273.15,183.0,182.39,180.5,0.61,135.42,2012,2.0158,369.1
162,22/08/2012,369.1,368.05,01.05,272.92,180.96,183,182.39,-2.04,135.11,2012,2.0165,365.54
163,23/08/2012,365.54,369.1,-3.56,272.35,179.49,180.96,183,-1.47,134.56,2012,2.0237,363.29
164,24/08/2012,363.29,365.54,-2.25,272.08,181.11,179.49,180.96,1.62,134.43,2012,2.0271,366.57
165,27/08/2012,366.57,363.29,3.28,272.83,182.12,181.11,179.49,01.01,134.27,2012,2.0342,370.08
166,28/08/2012,370.08,366.57,3.51,276.75,183.01,182.12,181.11,0.89,135.46,2012,2.044,373.89
167,29/08/2012,373.89,370.08,3.81,278.89,183.53,183.01,182.12,0.52,136.11,2012,02.05,376.05
168,30/08/2012,376.05,373.89,2.16,280.20,180.61,183.53,183.01,-2.92,136.95,2012,2.0488,369.52
169,31/08/2012,369.52,376.05,-6.53,281.74,186.49,180.61,183.53,5.88,138.79,2012,2.0293,378.57
170,03/09/2012,378.57,369.52,09.05,285.54,184.83,186.49,180.61,-1.66,140.52,2012,2.033,375.58
171,04/09/2012,375.58,378.57,-2.99,283.49,184.94,184.83,186.49,0.11,138.90,2012,2.0427,377.45
172,05/09/2012,377.45,375.58,1.87,283.83,180.04,184.94,184.83,-4.9,139.20,2012,2.0393,367.11
173,06/09/2012,367.11,377.45,-10.34,284.19,180.35,180.04,184.94,0.31,139.99,2012,2.0281,366.12
174,10/09/2012,366.12,367.11,-0.99,285.74,191.99,180.35,180.04,11.64,141.11,2012,2.0224,388.79
175,11/09/2012,388.79,366.12,22.67,287.01,194.13,191.99,180.35,2.14,142.15,2012,2.0167,391.95
176,12/09/2012,391.95,388.79,3.16,287.55,192.2,194.13,191.99,-1.93,141.79,2012,2.0271,389.78
177,13/09/2012,389.78,391.95,-2.17,290.51,197.35,192.2,194.13,5.15,143.75,2012,2.0211,398.84
178,14/09/2012,398.84,389.78,09.06,289.36,198.81,197.35,192.2,1.46,143.75,2012,2.0119,400.2
179,17/09/2012,400.2,398.84,1.36,291.28,194.03,198.81,197.35,-4.78,143.56,2012,2.0329,393.68
180,18/09/2012,393.68,400.2,-6.52,290.62,191.32,194.03,198.81,-2.71,143.73,2012,2.0231,386.85
181,19/09/2012,386.85,393.68,-6.83,290.43,193.62,191.32,194.03,2.3,143.49,2012,2.0242,391.88
182,20/09/2012,391.88,386.85,05.03,285.60,189.52,193.62,191.32,-4.1,141.17,2012,2.0213,383.39
183,21/09/2012,383.39,391.88,-8.49,288.28,193.37,189.52,193.62,3.85,142.43,2012,2.0225,391.38
184,24/09/2012,391.38,383.39,7.99,286.28,186.06,193.37,189.52,-7.31,141.30,2012,2.0264,376.95
185,25/09/2012,376.95,391.38,-14.43,288.29,192.03,186.06,193.37,5.97,142.09,2012,2.0315,389.62
186,26/09/2012,389.62,376.95,12.67,288.24,187.96,192.03,186.06,-4.07,141.64,2012,2.0362,382.49
187,27/09/2012,382.49,389.62,-7.13,287.86,193.91,187.96,192.03,5.95,141.81,2012,2.0293,393.64
188,28/09/2012,393.64,382.49,11.15,288.74,190.66,193.91,187.96,-3.25,142.31,2012,2.0257,386.85
189,01/10/2012,386.85,393.64,-6.79,289.96,195.61,190.66,193.91,4.95,143.05,2012,2.0264,396.5
190,02/10/2012,396.5,386.85,9.65,289.11,198.83,195.61,190.66,3.22,142.63,2012,2.0257,403.02
191,03/10/2012,403.02,396.5,6.52,290.01,195.19,198.83,195.61,-3.64,143.43,2012,2.022,394.68
192,04/10/2012,394.68,403.02,-8.34,289.04,189.67,195.19,198.83,-5.52,143.16,2012,2.0177,382.93
193,05/10/2012,382.93,394.68,-11.75,284.64,186.72,189.67,195.19,-2.95,140.22,2012,2.031,379.04
194,08/10/2012,379.04,382.93,-3.89,285.13,184.97,186.72,189.67,-1.75,140.53,2012,2.0297,375.31
195,09/10/2012,375.31,379.04,-3.73,284.63,185.55,184.97,186.72,0.58,139.80,2012,2.0362,377.79
196,10/10/2012,377.79,375.31,2.48,284.92,182.52,185.55,184.97,-3.03,139.67,2012,2.0426,372.34
197,11/10/2012,372.34,377.79,-5.45,283.44,181.48,182.52,185.55,-1.04,139.01,2012,2.0423,370.04
198,15/10/2012,370.04,372.34,-2.3,283.97,181.75,181.48,182.52,0.27,139.61,2012,2.0363,369.68
199,16/10/2012,369.68,370.04,-0.36,283.96,184.81,181.75,181.48,03.06,139.47,2012,2.033,376.28
200,17/10/2012,376.28,369.68,6.6,284.41,183.3,184.81,181.75,-1.51,140.03,2012,2.032,372.28
201,18/10/2012,372.28,376.28,-4,283.58,178.26,183.3,184.81,-5.04,139.83,2012,2.0263,361.51
202,19/10/2012,361.51,372.28,-10.77,283.29,183.7,178.26,183.3,5.44,139.69,2012,2.0277,372.55
203,22/10/2012,372.55,361.51,11.04,284.64,184.08,183.7,178.26,0.38,140.63,2012,2.0242,372.58
204,23/10/2012,372.58,372.55,0.03,283.16,182.63,184.08,183.7,-1.45,139.69,2012,2.027,370.2
205,24/10/2012,370.2,372.58,-2.38,282.90,181.32,182.63,184.08,-1.31,139.56,2012,2.0252,367.55
206,25/10/2012,367.55,370.2,-2.65,278.75,182.18,181.32,182.63,0.86,137.59,2012,2.0252,369.11
207,26/10/2012,369.11,367.55,1.56,279.05,179.84,182.18,181.32,-2.34,137.67,2012,2.027,364.53
208,29/10/2012,364.53,369.11,-4.58,276.83,182.32,179.84,182.18,2.48,136.17,2012,2.0335,370.65
209,30/10/2012,370.65,364.53,6.12,275.53,179.51,182.32,179.84,-2.81,135.66,2012,2.0307,364.58
210,31/10/2012,364.58,370.65,-6.07,274.33,180.46,179.51,182.32,0.95,135.14,2012,2.0309,366.33
211,01/11/2012,366.33,364.58,1.75,277.08,179.04,180.46,179.51,-1.42,136.36,2012,2.031,363.81
212,05/11/2012,363.81,366.33,-2.52,274.08,177.7,179.04,180.46,-1.34,134.68,2012,2.0353,361.62
213,06/11/2012,361.62,363.81,-2.19,270.98,176.8,177.7,179.04,-0.9,133.22,2012,2.0321,359.62
214,07/11/2012,359.62,361.62,-2,270.85,176.69,176.8,177.7,-0.11,133.10,2012,2.0337,359.56
215,08/11/2012,359.56,359.62,-0.06,270.75,176.45,176.69,176.8,-0.24,132.59,2012,2.0404,360.31
216,09/11/2012,360.31,359.56,0.75,270.75,174.9,176.45,176.69,-1.55,132.20,2012,2.0463,358.19
217,12/11/2012,358.19,360.31,-2.12,269.95,177.8,174.9,176.45,2.9,131.56,2012,2.051,364.84
218,13/11/2012,364.84,358.19,6.65,269.21,172.35,177.8,174.9,-5.45,129.80,2012,2.0583,357.46
219,14/11/2012,357.46,364.84,-7.38,267.36,171.22,172.35,177.8,-1.13,129.35,2012,2.0669,353.91
220,16/11/2012,353.91,357.46,-3.55,266.90,169.66,171.22,172.35,-1.56,128.32,2012,2.0842,352.9
221,19/11/2012,352.9,353.91,-1.01,267.26,170.37,169.66,171.22,0.71,128.55,2012,2.0762,354.19
222,20/11/2012,354.19,352.9,1.29,267.30,170.07,170.37,169.66,-0.3,128.20,2012,2.0805,354.6
223,21/11/2012,354.6,354.19,0.41,266.66,169.13,170.07,170.37,-0.94,127.34,2012,2.0988,354.15
224,22/11/2012,354.15,354.6,-0.45,266.94,168.92,169.13,170.07,-0.21,127.30,2012,2.1048,354.23
225,23/11/2012,354.23,354.15,0.08,262.54,168.98,168.92,169.13,0.06,126.04,2012,2.0816,351.99
226,26/11/2012,351.99,354.23,-2.24,257.32,166.48,168.98,168.92,-2.5,123.59,2012,2.083,346.6
227,27/11/2012,346.6,351.99,-5.39,257.14,167.41,166.48,168.98,0.93,123.57,2012,2.0842,348.39
228,28/11/2012,348.39,346.6,1.79,257.27,167.87,167.41,166.48,0.46,123.21,2012,2.0928,350.51
229,29/11/2012,350.51,348.39,2.12,256.34,167.31,167.87,167.41,-0.56,122.18,2012,2.0987,351.02
230,30/11/2012,351.02,350.51,0.51,256.11,163.01,167.31,167.87,-4.3,120.41,2012,2.1361,346.73
231,03/12/2012,346.73,351.02,-4.29,257.21,163.86,163.01,167.31,0.85,121.38,2012,2.1193,347.23
232,04/12/2012,347.23,346.73,0.5,257.41,164.4,163.86,163.01,0.54,121.59,2012,2.1197,348.04
233,05/12/2012,348.04,347.23,0.81,258.66,163.41,164.4,163.86,-0.99,123.23,2012,2.0878,343.0
234,06/12/2012,343,348.04,-5.04,258.02,168.37,163.41,164.4,4.96,124.11,2012,2.0774,350.03
235,07/12/2012,350.03,343,07.03,258.55,167.54,168.37,163.41,-0.83,123.88,2012,2.0747,349.65
236,10/12/2012,349.65,350.03,-0.38,257.37,164.85,167.54,168.37,-2.69,123.85,2012,2.0768,342.55
237,11/12/2012,342.55,349.65,-7.1,255.21,166.01,164.85,167.54,1.16,122.70,2012,2.0787,345.3
238,12/12/2012,345.3,342.55,2.75,257.27,166.16,166.01,164.85,0.15,124.04,2012,2.072,344.62
239,13/12/2012,344.62,345.3,-0.68,256.77,165.33,166.16,166.01,-0.83,123.33,2012,2.0852,344.22
240,14/12/2012,344.22,344.62,-0.4,254.27,162.74,165.33,166.16,-2.59,121.78,2012,2.0856,339.79
241,17/12/2012,339.79,344.22,-4.43,256.41,160.94,162.74,165.33,-1.8,122.33,2012,2.0995,337.34
242,18/12/2012,337.34,339.79,-2.45,255.61,160.83,160.94,162.74,-0.11,122.36,2012,2.089,335.98
